000000000000
   Counter,      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
         0,  2000/1/1,    0:0:15,      0.00,    0,              0,              0,       762,       247,        83,        46,         6,         3,         3,        16,        20,         3,        16,        20,     26.07,54.82,101.82,101.82
         1,  2000/1/1,    0:0:16,      0.00,    0,              0,              0,       783,       254,        89,        46,         9,         6,         3,        15,        23,         3,        15,        23,     26.08,60.56,101.82,101.82
         2,  2000/1/1,    0:0:17,      0.00,    0,              0,              0,       873,       284,        93,        46,         9,         6,         4,        16,        24,         4,        16,        24,     26.09,63.20,101.82,101.82
         3,  2000/1/1,    0:0:18,      0.00,    0,              0,              0,       963,       307,        93,        46,         9,         6,         5,        18,        25,         5,        18,        25,     26.10,64.12,101.82,101.82
         4,  2000/1/1,    0:0:19,      0.00,    0,              0,              0,       963,       307,       100,        49,         9,         6,         4,        17,        25,         4,        17,        25,     26.11,66.06,101.82,101.82
         5,  2000/1/1,    0:0:20,      0.00,    0,              0,              0,       924,       297,       104,        49,         9,         6,         4,        18,        25,         4,        18,        25,     26.12,67.79,101.82,101.82
         6,  2000/1/1,    0:0:21,      0.00,    0,              0,              0,       975,       311,       117,        49,         9,         6,         4,        19,        26,         4,        19,        26,     26.13,68.54,101.82,101.82
         7,  2000/1/1,    0:0:22,      0.00,    0,              0,              0,       975,       311,       117,        49,         9,         6,         4,        19,        26,         4,        19,        26,     26.15,69.31,101.82,101.82
         8,  2000/1/1,    0:0:23,      0.00,    0,              0,              0,      1035,       321,       120,        46,         9,         6,         4,        18,        25,         4,        18,        25,     26.16,68.99,101.82,101.82
         9,  2000/1/1,    0:0:24,      0.00,    0,              0,              0,      1014,       311,       110,        43,         9,         6,         4,        17,        24,         4,        17,        24,     26.17,69.49,101.83,101.83
        10,  2000/1/1,    0:0:25,      0.00,    0,              0,              0,       852,       251,        68,        21,         0,         0,         3,        11,        11,         3,        11,        11,     26.18,69.91,101.83,101.83
        11,  2000/1/1,    0:0:26,      0.00,    0,              0,              0,       813,       231,        58,        18,         0,         0,         3,        10,        10,         3,        10,        10,     26.19,69.56,101.83,101.83
        12,  2000/1/1,    0:0:27,      0.00,    0,              0,              0,       774,       221,        68,        21,         6,         6,         3,         9,        14,         3,         9,        14,     26.20,69.95,101.83,101.83
        13,  2000/1/1,    0:0:28,      0.00,    0,              0,              0,       876,       255,        71,        18,         6,         6,         4,         9,        15,         4,         9,        15,     26.21,70.87,101.83,101.83
        14,  2000/1/1,    0:0:29,      0.00,    0,              0,              0,       816,       239,        64,        12,         6,         6,         3,         7,        13,         3,         7,        13,     26.22,71.60,101.83,101.83
        15,  2000/1/1,    0:0:30,      0.00,    0,              0,              0,       876,       259,        57,         9,         6,         6,         4,         7,        12,         4,         7,        12,     26.22,71.61,101.83,101.83
        16,  2000/1/1,    0:0:33,      0.00,    0,              0,              0,       837,       268,        60,        12,         6,         6,         4,         8,        13,         4,         8,        13,     26.23,71.93,101.83,101.83
        17,  2000/1/1,    0:0:34,      0.00,    0,              0,              0,       885,       284,        66,        12,         6,         6,         4,         9,        14,         4,         9,        14,     26.25,73.45,101.83,101.83
        18,  2000/1/1,    0:0:35,      0.00,    0,              0,              0,       885,       284,        66,        12,         6,         6,         4,         9,        14,         4,         9,        14,     26.26,73.89,101.83,101.83
        19,  2000/1/1,    0:0:36,      0.00,    0,              0,              0,       855,       274,        69,        15,         9,         9,         4,         8,        16,         4,         8,        16,     26.27,74.42,101.83,101.83
        20,  2000/1/1,    0:0:37,      0.00,    0,              0,              0,       855,       274,        69,        15,         9,         9,         4,         8,        16,         4,         8,        16,     26.28,74.95,101.83,101.83
        21,  2000/1/1,    0:0:38,      0.00,    0,              0,              0,       825,       264,        52,         9,         3,         3,         4,         7,        10,         4,         7,        10,     26.29,75.34,101.83,101.83
        22,  2000/1/1,    0:0:39,      0.00,    0,              0,              0,       816,       261,        52,         9,         3,         3,         5,         8,        11,         5,         8,        11,     26.30,75.39,101.83,101.83
        23,  2000/1/1,    0:0:40,      0.00,    0,              0,              0,       816,       261,        52,         9,         3,         3,         5,         8,        11,         5,         8,        11,     26.31,75.69,101.83,101.83
        24,  2000/1/1,    0:0:41,      0.00,    0,              0,              0,       834,       267,        46,         9,         3,         3,         5,         8,        11,         5,         8,        11,     26.32,76.18,101.83,101.83
        25,  2000/1/1,    0:0:42,      0.00,    0,              0,              0,       834,       267,        46,         9,         3,         3,         5,         8,        11,         5,         8,        11,     26.33,76.27,101.84,101.83
        26,  2000/1/1,    0:0:43,      0.00,    0,              0,              0,       813,       257,        46,         9,         3,         3,         4,         7,        10,         4,         7,        10,     26.34,75.65,101.84,101.84
        27,  2000/1/1,    0:0:44,      0.00,    0,              0,              0,       813,       257,        46,         9,         3,         3,         4,         7,        10,         4,         7,        10,     26.35,74.91,101.84,101.84
        28,  2000/1/1,    0:0:45,      0.00,    0,              0,              0,       855,       267,        43,         6,         3,         3,         5,         7,         9,         5,         7,         9,     26.35,74.85,101.84,101.84
        29,  2000/1/1,    0:0:46,      0.00,    0,              0,              0,       825,       257,        46,         6,         3,         3,         4,         6,         9,         4,         6,         9,     26.36,75.56,101.84,101.84
        30,  2000/1/1,    0:0:47,      0.00,    0,              0,              0,       825,       257,        46,         6,         3,         3,         4,         6,         9,         4,         6,         9,     26.37,76.19,101.84,101.84
        31,  2000/1/1,    0:0:48,      0.00,    0,              0,              0,       864,       270,        46,         3,         3,         3,         5,         6,         9,         5,         6,         9,     26.38,76.61,101.84,101.84
        32,  2000/1/1,    0:0:49,      0.00,    0,              0,              0,       864,       270,        46,         3,         3,         3,         5,         6,         9,         5,         6,         9,     26.39,77.05,101.84,101.84
        33,  2000/1/1,    0:0:50,      0.00,    0,              0,              0,       774,       240,        33,         3,         3,         3,         4,         5,         7,         4,         5,         7,     26.40,77.36,101.84,101.84
        34,  2000/1/1,    0:0:51,      0.00,    0,              0,              0,       816,       251,        30,         3,         3,         3,         5,         5,         8,         5,         5,         8,     26.41,77.72,101.84,101.84
        35,  2000/1/1,    0:0:52,      0.00,    0,              0,              0,       816,       251,        30,         3,         3,         3,         5,         5,         8,         5,         5,         8,     26.42,77.94,101.84,101.84
        36,  2000/1/1,    0:0:53,      0.00,    0,              0,              0,       816,       258,        33,         0,         0,         0,         5,         5,         5,         5,         5,         5,     26.42,76.41,101.84,101.84
        37,  2000/1/1,    0:0:54,      0.00,    0,              0,              0,       816,       258,        33,         0,         0,         0,         5,         5,         5,         5,         5,         5,     26.43,74.86,101.84,101.84
        38,  2000/1/1,    0:0:55,      0.00,    0,              0,              0,       804,       255,        30,         0,         0,         0,         5,         5,         5,         5,         5,         5,     26.43,74.30,101.84,101.84
        39,  2000/1/1,    0:0:56,      0.00,    0,              0,              0,       693,       218,        24,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.44,74.01,101.84,101.84
        40,  2000/1/1,    0:0:57,      0.00,    0,              0,              0,       693,       218,        24,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.45,74.17,101.84,101.84
        41,  2000/1/1,    0:0:58,      0.00,    0,              0,              0,       744,       228,        30,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.45,74.35,101.84,101.84
        42,  2000/1/1,    0:0:59,      0.00,    0,              0,              0,       744,       228,        30,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.46,74.08,101.84,101.84
        43,  2000/1/1,     0:1:3,      0.00,    0,              0,              0,       723,       228,        24,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.47,74.12,101.84,101.84
        44,  2000/1/1,     0:1:4,      0.00,    0,              0,              0,       723,       228,        24,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.48,74.80,101.84,101.84
        45,  2000/1/1,     0:1:5,      0.00,    0,              0,              0,       693,       218,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.49,74.97,101.85,101.85
        46,  2000/1/1,     0:1:6,      0.00,    0,              0,              0,       693,       218,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.50,75.17,101.85,101.85
        47,  2000/1/1,     0:1:7,      0.00,    0,              0,              0,       804,       255,        31,         0,         0,         0,         5,         6,         6,         5,         6,         6,     26.51,75.15,101.85,101.85
        48,  2000/1/1,     0:1:8,      0.00,    0,              0,              0,       762,       244,        28,         0,         0,         0,         5,         6,         6,         5,         6,         6,     26.52,74.93,101.85,101.85
        49,  2000/1/1,     0:1:9,      0.00,    0,              0,              0,       762,       244,        28,         0,         0,         0,         5,         6,         6,         5,         6,         6,     26.53,74.96,101.85,101.85
        50,  2000/1/1,    0:1:10,      0.00,    0,              0,              0,       711,       224,        22,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.54,74.94,101.85,101.85
        51,  2000/1/1,    0:1:11,      0.00,    0,              0,              0,       711,       224,        22,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.55,75.25,101.85,101.85
        52,  2000/1/1,    0:1:12,      0.00,    0,              0,              0,       741,       237,        28,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.55,75.68,101.85,101.85
        53,  2000/1/1,    0:1:13,      0.00,    0,              0,              0,       741,       237,        28,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.56,75.71,101.85,101.85
        54,  2000/1/1,    0:1:14,      0.00,    0,              0,              0,       741,       237,        28,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.57,75.63,101.85,101.85
        55,  2000/1/1,    0:1:15,      0.00,    0,              0,              0,       753,       248,        22,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.58,75.77,101.85,101.85
        56,  2000/1/1,    0:1:16,      0.00,    0,              0,              0,       753,       248,        22,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.59,75.81,101.85,101.85
        57,  2000/1/1,    0:1:17,      0.00,    0,              0,              0,       753,       248,        22,         0,         0,         0,         4,         5,         5,         4,         5,         5,     26.59,75.67,101.85,101.85
        58,  2000/1/1,    0:1:18,      0.00,    0,              0,              0,       723,       238,        25,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.60,75.30,101.85,101.85
        59,  2000/1/1,    0:1:19,      0.00,    0,              0,              0,       723,       238,        25,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.61,74.89,101.85,101.85
        60,  2000/1/1,    0:1:20,      0.00,    0,              0,              0,       744,       245,        19,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.61,74.97,101.85,101.85
        61,  2000/1/1,    0:1:21,      0.00,    0,              0,              0,       744,       245,        19,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.62,74.90,101.85,101.85
        62,  2000/1/1,    0:1:22,      0.00,    0,              0,              0,       765,       238,        19,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.63,74.68,101.85,101.85
        63,  2000/1/1,    0:1:23,      0.00,    0,              0,              0,       702,       217,        15,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.63,74.11,101.85,101.85
        64,  2000/1/1,    0:1:24,      0.00,    0,              0,              0,       702,       217,        15,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.64,73.61,101.85,101.85
        65,  2000/1/1,    0:1:25,      0.00,    0,              0,              0,       672,       204,        15,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.65,73.29,101.85,101.85
        66,  2000/1/1,    0:1:26,      0.00,    0,              0,              0,       672,       204,        15,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.65,72.20,101.86,101.86
        67,  2000/1/1,    0:1:27,      0.00,    0,              0,              0,       741,       230,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.66,71.28,101.86,101.86
        68,  2000/1/1,    0:1:28,      0.00,    0,              0,              0,       741,       230,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.67,71.02,101.86,101.86
        69,  2000/1/1,    0:1:29,      0.00,    0,              0,              0,       732,       224,        12,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.68,71.52,101.86,101.86
        70,  2000/1/1,    0:1:33,      0.00,    0,              0,              0,       708,       213,        12,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.68,71.68,101.86,101.86
        71,  2000/1/1,    0:1:34,      0.00,    0,              0,              0,       699,       210,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.69,73.23,101.86,101.86
        72,  2000/1/1,    0:1:35,      0.00,    0,              0,              0,       678,       200,        12,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.70,73.13,101.86,101.86
        73,  2000/1/1,    0:1:36,      0.00,    0,              0,              0,       678,       200,        12,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.71,72.57,101.86,101.86
        74,  2000/1/1,    0:1:37,      0.00,    0,              0,              0,       699,       207,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.72,72.66,101.86,101.86
        75,  2000/1/1,    0:1:38,      0.00,    0,              0,              0,       699,       207,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.73,72.86,101.86,101.86
        76,  2000/1/1,    0:1:39,      0.00,    0,              0,              0,       708,       224,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.73,72.87,101.86,101.86
        77,  2000/1/1,    0:1:40,      0.00,    0,              0,              0,       759,       235,        15,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.74,72.29,101.86,101.86
        78,  2000/1/1,    0:1:41,      0.00,    0,              0,              0,       759,       235,        15,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.75,70.60,101.86,101.86
        79,  2000/1/1,    0:1:42,      0.00,    0,              0,              0,       789,       245,        18,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.75,70.03,101.86,101.86
        80,  2000/1/1,    0:1:43,      0.00,    0,              0,              0,       789,       245,        18,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.76,70.60,101.86,101.86
        81,  2000/1/1,    0:1:44,      0.00,    0,              0,              0,       831,       256,        18,         0,         0,         0,         4,         4,         4,         4,         4,         4,     26.77,71.23,101.86,101.86
        82,  2000/1/1,    0:1:45,      0.00,    0,              0,              0,       750,       232,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.78,71.41,101.86,101.86
        83,  2000/1/1,    0:1:46,      0.00,    0,              0,              0,       750,       232,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     26.79,71.45,101.86,101.86
        84,  2000/1/1,    0:1:47,      0.00,    0,              0,              0,       762,       236,        24,         3,         3,         3,         3,         4,         7,         3,         4,         7,     26.79,72.01,101.86,101.86
        85,  2000/1/1,    0:1:48,      0.00,    0,              0,              0,       762,       236,        24,         3,         3,         3,         3,         4,         7,         3,         4,         7,     26.80,72.23,101.86,101.86
        86,  2000/1/1,    0:1:49,      0.00,    0,              0,              0,       762,       239,        24,         3,         3,         3,         3,         4,         7,         3,         4,         7,     26.81,72.57,101.86,101.85
        87,  2000/1/1,    0:1:50,      0.00,    0,              0,              0,       822,       252,        27,         3,         3,         3,         4,         5,         7,         4,         5,         7,     26.82,73.04,101.86,101.86
        88,  2000/1/1,    0:1:51,      0.00,    0,              0,              0,       822,       252,        27,         3,         3,         3,         4,         5,         7,         4,         5,         7,     26.83,73.39,101.85,101.85
        89,  2000/1/1,    0:1:52,      0.00,    0,              0,              0,       843,       255,        30,         3,         3,         3,         4,         5,         8,         4,         5,         8,     26.84,74.06,101.85,101.85
        90,  2000/1/1,    0:1:53,      0.00,    0,              0,              0,       843,       255,        30,         3,         3,         3,         4,         5,         8,         4,         5,         8,     26.85,74.67,101.85,101.85
        91,  2000/1/1,    0:1:54,      0.00,    0,              0,              0,       783,       235,        27,         3,         3,         3,         3,         4,         7,         3,         4,         7,     26.85,74.95,101.85,101.85
        92,  2000/1/1,    0:1:55,      0.00,    0,              0,              0,       783,       235,        27,         3,         3,         3,         3,         4,         7,         3,         4,         7,     26.86,75.40,101.85,101.85
        93,  2000/1/1,    0:1:56,      0.00,    0,              0,              0,       684,       202,        24,         3,         3,         3,         3,         3,         6,         3,         3,         6,     26.87,75.40,101.85,101.85
        94,  2000/1/1,    0:1:57,      0.00,    0,              0,              0,       594,       178,        21,         3,         3,         3,         2,         3,         5,         2,         3,         5,     26.88,75.38,101.85,101.85
        95,  2000/1/1,    0:1:58,      0.00,    0,              0,              0,       594,       178,        21,         3,         3,         3,         2,         3,         5,         2,         3,         5,     26.88,74.34,101.86,101.86
        96,  2000/1/1,    0:1:59,      0.00,    0,              0,              0,       576,       175,        18,         3,         3,         3,         2,         2,         5,         2,         2,         5,     26.89,73.32,101.86,101.86
        97,  2000/1/1,     0:2:3,      0.00,    0,              0,              0,       573,       177,        28,         3,         3,         3,         3,         3,         6,         3,         3,         6,     26.89,72.07,101.86,101.86
        98,  2000/1/1,     0:2:4,      0.00,    0,              0,              0,       543,       167,        25,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.90,69.92,101.86,101.86
        99,  2000/1/1,     0:2:5,      0.00,    0,              0,              0,       543,       167,        25,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.91,70.80,101.86,101.86
       100,  2000/1/1,     0:2:6,      0.00,    0,              0,              0,       543,       167,        25,         0,         0,         0,         3,         3,         3,         3,         3,         3,     26.92,71.11,101.85,101.85
       101,  2000/1/1,     0:2:7,      0.00,    0,              0,              0,       531,       170,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.93,71.53,101.86,101.85
       102,  2000/1/1,     0:2:8,      0.00,    0,              0,              0,       531,       170,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.94,71.80,101.85,101.85
       103,  2000/1/1,     0:2:9,      0.00,    0,              0,              0,       510,       170,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.95,72.07,101.85,101.85
       104,  2000/1/1,    0:2:10,      0.00,    0,              0,              0,       510,       170,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.96,72.07,101.85,101.85
       105,  2000/1/1,    0:2:11,      0.00,    0,              0,              0,       489,       160,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.97,71.57,101.85,101.85
       106,  2000/1/1,    0:2:12,      0.00,    0,              0,              0,       507,       160,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.98,70.37,101.85,101.85
       107,  2000/1/1,    0:2:13,      0.00,    0,              0,              0,       507,       160,        29,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.98,69.62,101.85,101.85
       108,  2000/1/1,    0:2:14,      0.00,    0,              0,              0,       516,       163,        32,         0,         0,         0,         2,         3,         3,         2,         3,         3,     26.99,69.40,101.85,101.85
       109,  2000/1/1,    0:2:15,      0.00,    0,              0,              0,       516,       163,        32,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.00,69.57,101.85,101.85
       110,  2000/1/1,    0:2:16,      0.00,    0,              0,              0,       504,       159,        32,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.01,69.82,101.85,101.85
       111,  2000/1/1,    0:2:17,      0.00,    0,              0,              0,       504,       159,        32,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.01,70.61,101.85,101.85
       112,  2000/1/1,    0:2:18,      0.00,    0,              0,              0,       465,       146,        19,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.02,70.85,101.85,101.85
       113,  2000/1/1,    0:2:19,      0.00,    0,              0,              0,       456,       143,        19,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.03,71.20,101.85,101.85
       114,  2000/1/1,    0:2:20,      0.00,    0,              0,              0,       456,       143,        19,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.04,71.51,101.85,101.85
       115,  2000/1/1,    0:2:21,      0.00,    0,              0,              0,       495,       156,        22,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.05,71.62,101.85,101.85
       116,  2000/1/1,    0:2:22,      0.00,    0,              0,              0,       495,       156,        22,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.05,71.19,101.85,101.85
       117,  2000/1/1,    0:2:23,      0.00,    0,              0,              0,       435,       136,        22,         0,         0,         0,         0,         2,         2,         0,         2,         2,     27.06,70.84,101.84,101.84
       118,  2000/1/1,    0:2:24,      0.00,    0,              0,              0,       435,       133,        25,         0,         0,         0,         0,         2,         2,         0,         2,         2,     27.07,71.14,101.84,101.84
       119,  2000/1/1,    0:2:25,      0.00,    0,              0,              0,       435,       133,        25,         0,         0,         0,         0,         2,         2,         0,         2,         2,     27.07,71.68,101.85,101.84
       120,  2000/1/1,    0:2:26,      0.00,    0,              0,              0,       435,       127,        22,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.08,72.05,101.85,101.85
       121,  2000/1/1,    0:2:27,      0.00,    0,              0,              0,       435,       127,        22,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.09,70.81,101.85,101.85
       122,  2000/1/1,    0:2:28,      0.00,    0,              0,              0,       456,       137,        22,         0,         0,         0,         0,         2,         2,         0,         2,         2,     27.10,68.67,101.84,101.84
       123,  2000/1/1,    0:2:29,      0.00,    0,              0,              0,       579,       180,        22,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.10,68.65,101.84,101.84
       124,  2000/1/1,    0:2:33,      0.00,    0,              0,              0,       612,       191,        25,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.11,69.60,101.84,101.84
       125,  2000/1/1,    0:2:34,      0.00,    0,              0,              0,       672,       208,        31,         0,         0,         0,         3,         5,         5,         3,         5,         5,     27.12,73.93,101.84,101.84
       126,  2000/1/1,    0:2:35,      0.00,    0,              0,              0,       672,       208,        31,         0,         0,         0,         3,         5,         5,         3,         5,         5,     27.13,74.17,101.84,101.84
       127,  2000/1/1,    0:2:36,      0.00,    0,              0,              0,       732,       225,        31,         0,         0,         0,         4,         5,         5,         4,         5,         5,     27.14,74.49,101.84,101.84
       128,  2000/1/1,    0:2:37,      0.00,    0,              0,              0,       732,       225,        31,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.15,74.72,101.84,101.84
       129,  2000/1/1,    0:2:38,      0.00,    0,              0,              0,       753,       228,        31,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.16,74.98,101.84,101.84
       130,  2000/1/1,    0:2:39,      0.00,    0,              0,              0,       753,       228,        31,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.17,75.02,101.84,101.84
       131,  2000/1/1,    0:2:40,      0.00,    0,              0,              0,       834,       251,        34,         3,         3,         0,         4,         5,         7,         4,         5,         7,     27.18,75.15,101.84,101.84
       132,  2000/1/1,    0:2:41,      0.00,    0,              0,              0,       816,       248,        21,         3,         3,         0,         4,         4,         6,         4,         4,         6,     27.19,75.48,101.84,101.84
       133,  2000/1/1,    0:2:42,      0.00,    0,              0,              0,       816,       248,        21,         3,         3,         0,         4,         4,         6,         4,         4,         6,     27.20,75.57,101.84,101.84
       134,  2000/1/1,    0:2:43,      0.00,    0,              0,              0,      1029,       318,        31,         6,         3,         0,         5,         7,         9,         5,         7,         9,     27.21,75.26,101.84,101.84
       135,  2000/1/1,    0:2:44,      0.00,    0,              0,              0,      1047,       324,        37,        12,         6,         3,         5,         8,        12,         5,         8,        12,     27.22,75.38,101.83,101.83
       136,  2000/1/1,    0:2:45,      0.00,    0,              0,              0,       975,       304,        40,        12,         6,         3,         5,         7,        12,         5,         7,        12,     27.23,74.88,101.83,101.83
       137,  2000/1/1,    0:2:46,      0.00,    0,              0,              0,       945,       294,        40,        12,         6,         3,         4,         7,        12,         4,         7,        12,     27.24,73.74,101.83,101.83
       138,  2000/1/1,    0:2:47,      0.00,    0,              0,              0,       864,       270,        34,        12,         6,         3,         4,         7,        11,         4,         7,        11,     27.24,72.66,101.83,101.83
       139,  2000/1/1,    0:2:48,      0.00,    0,              0,              0,       855,       267,        47,        18,         9,         6,         3,         8,        15,         3,         8,        15,     27.25,69.55,101.83,101.83
       140,  2000/1/1,    0:2:49,      0.00,    0,              0,              0,       843,       264,        50,        21,        12,         9,         3,         8,        18,         3,         8,        18,     27.25,64.59,101.83,101.83
       141,  2000/1/1,    0:2:50,      0.00,    0,              0,              0,       852,       271,        57,        18,         9,         9,         3,         8,        17,         3,         8,        17,     27.26,62.10,101.82,101.82
       142,  2000/1/1,    0:2:51,      0.00,    0,              0,              0,       891,       284,        57,        18,         9,         9,         4,         9,        17,         4,         9,        17,     27.26,60.09,101.82,101.82
       143,  2000/1/1,    0:2:52,      0.00,    0,              0,              0,       699,       224,        50,        15,         9,         9,         2,         6,        14,         2,         6,        14,     27.27,56.49,101.82,101.82
       144,  2000/1/1,    0:2:53,      0.00,    0,              0,              0,       753,       238,        47,         9,         6,         6,         3,         6,        12,         3,         6,        12,     27.27,52.90,101.82,101.82
       145,  2000/1/1,    0:2:54,      0.00,    0,              0,              0,       753,       238,        47,         9,         6,         6,         3,         6,        12,         3,         6,        12,     27.28,50.48,101.82,101.82
       146,  2000/1/1,    0:2:55,      0.00,    0,              0,              0,       762,       241,        50,         9,         6,         6,         3,         6,        12,         3,         6,        12,     27.28,51.32,101.82,101.82
       147,  2000/1/1,    0:2:56,      0.00,    0,              0,              0,       762,       241,        50,         9,         6,         6,         3,         6,        12,         3,         6,        12,     27.29,52.66,101.82,101.82
       148,  2000/1/1,    0:2:57,      0.00,    0,              0,              0,       741,       231,        44,         9,         6,         6,         3,         6,        11,         3,         6,        11,     27.29,54.55,101.82,101.82
       149,  2000/1/1,    0:2:58,      0.00,    0,              0,              0,       741,       231,        44,         9,         6,         6,         3,         6,        11,         3,         6,        11,     27.30,57.67,101.82,101.82
       150,  2000/1/1,    0:2:59,      0.00,    0,              0,              0,       894,       282,        44,         9,         6,         6,         4,         7,        12,         4,         7,        12,     27.31,58.16,101.82,101.82
       151,  2000/1/1,     0:3:3,      0.00,    0,              0,              0,       816,       262,        28,         0,         0,         0,         4,         5,         5,         4,         5,         5,     27.31,53.84,101.82,101.82
       152,  2000/1/1,     0:3:4,      0.00,    0,              0,              0,       777,       245,        18,         0,         0,         0,         5,         5,         5,         5,         5,         5,     27.32,48.25,101.82,101.82
       153,  2000/1/1,     0:3:5,      0.00,    0,              0,              0,       708,       222,        18,         0,         0,         0,         4,         5,         5,         4,         5,         5,     27.32,48.16,101.82,101.82
       154,  2000/1/1,     0:3:6,      0.00,    0,              0,              0,       708,       222,        18,         0,         0,         0,         4,         5,         5,         4,         5,         5,     27.33,47.86,101.82,101.82
       155,  2000/1/1,     0:3:7,      0.00,    0,              0,              0,       717,       228,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.34,47.49,101.82,101.82
       156,  2000/1/1,     0:3:8,      0.00,    0,              0,              0,       717,       228,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.34,47.17,101.82,101.82
       157,  2000/1/1,     0:3:9,      0.00,    0,              0,              0,       696,       221,        24,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.35,46.67,101.82,101.82
       158,  2000/1/1,    0:3:10,      0.00,    0,              0,              0,       747,       234,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.35,46.31,101.82,101.82
       159,  2000/1/1,    0:3:11,      0.00,    0,              0,              0,       747,       234,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.36,46.06,101.82,101.82
       160,  2000/1/1,    0:3:12,      0.00,    0,              0,              0,       738,       231,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.37,45.76,101.82,101.82
       161,  2000/1/1,    0:3:13,      0.00,    0,              0,              0,       738,       231,        18,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.37,45.62,101.82,101.82
