A5A5A5A5A5A5
   Counter,      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
        39,  2000/1/1,    0:0:57,      0.00,    0,              0,              0,       486,       156,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.08,37.40,101.83,101.83
        40,  2000/1/1,    0:0:58,      0.00,    0,              0,              0,       486,       156,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.08,37.83,101.83,101.83
        41,  2000/1/1,    0:0:59,      0.00,    0,              0,              0,       486,       153,        18,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.09,37.73,101.83,101.83
        42,  2000/1/1,     0:1:0,      0.00,    0,              0,              0,       486,       153,        18,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.10,37.43,101.83,101.83
        43,  2000/1/1,     0:1:4,      0.00,    0,              0,              0,       531,       159,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.10,37.15,101.83,101.83
        44,  2000/1/1,     0:1:5,      0.00,    0,              0,              0,       531,       159,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.11,37.47,101.84,101.84
        45,  2000/1/1,     0:1:6,      0.00,    0,              0,              0,       567,       171,        21,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.12,37.89,101.84,101.84
        46,  2000/1/1,     0:1:7,      0.00,    0,              0,              0,       585,       180,        27,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.13,38.16,101.84,101.84
        47,  2000/1/1,     0:1:8,      0.00,    0,              0,              0,       585,       180,        27,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.14,38.26,101.84,101.84
        48,  2000/1/1,     0:1:9,      0.00,    0,              0,              0,       540,       165,        24,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.14,38.07,101.84,101.84
        49,  2000/1/1,    0:1:10,      0.00,    0,              0,              0,       540,       165,        24,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.15,37.69,101.84,101.84
        50,  2000/1/1,    0:1:11,      0.00,    0,              0,              0,       567,       168,        21,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.16,37.61,101.84,101.84
        51,  2000/1/1,    0:1:12,      0.00,    0,              0,              0,       567,       168,        21,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.17,37.76,101.84,101.84
        52,  2000/1/1,    0:1:13,      0.00,    0,              0,              0,       567,       168,        21,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.17,38.44,101.84,101.84
        53,  2000/1/1,    0:1:14,      0.00,    0,              0,              0,       567,       165,        18,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.18,39.05,101.84,101.84
        54,  2000/1/1,    0:1:15,      0.00,    0,              0,              0,       567,       165,        18,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.19,39.18,101.84,101.84
        55,  2000/1/1,    0:1:16,      0.00,    0,              0,              0,       540,       159,        18,         3,         3,         3,         1,         2,         5,         1,         2,         5,     27.20,39.54,101.84,101.84
        56,  2000/1/1,    0:1:17,      0.00,    0,              0,              0,       540,       159,        18,         3,         3,         3,         1,         2,         5,         1,         2,         5,     27.21,40.01,101.85,101.85
        57,  2000/1/1,    0:1:18,      0.00,    0,              0,              0,       522,       156,        18,         3,         3,         3,         1,         2,         5,         1,         2,         5,     27.21,40.39,101.85,101.85
        58,  2000/1/1,    0:1:19,      0.00,    0,              0,              0,       522,       150,        18,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.22,40.49,101.85,101.85
        59,  2000/1/1,    0:1:20,      0.00,    0,              0,              0,       522,       150,        18,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.23,40.71,101.85,101.85
        60,  2000/1/1,    0:1:21,      0.00,    0,              0,              0,       522,       150,        18,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.23,40.78,101.85,101.85
        61,  2000/1/1,    0:1:22,      0.00,    0,              0,              0,       522,       150,        18,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.24,39.58,101.85,101.85
        62,  2000/1/1,    0:1:23,      0.00,    0,              0,              0,       531,       150,        21,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.25,39.33,101.85,101.85
        63,  2000/1/1,    0:1:24,      0.00,    0,              0,              0,       522,       147,        15,         3,         3,         3,         1,         1,         4,         1,         1,         4,     27.26,39.06,101.85,101.85
        64,  2000/1/1,    0:1:25,      0.00,    0,              0,              0,       522,       147,        15,         3,         3,         3,         1,         1,         4,         1,         1,         4,     27.26,38.74,101.85,101.85
        65,  2000/1/1,    0:1:26,      0.00,    0,              0,              0,       540,       153,        15,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.27,38.98,101.85,101.85
        66,  2000/1/1,    0:1:27,      0.00,    0,              0,              0,       540,       153,        15,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.27,39.26,101.85,101.85
        67,  2000/1/1,    0:1:28,      0.00,    0,              0,              0,       558,       165,        12,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.28,39.57,101.85,101.85
        68,  2000/1/1,    0:1:29,      0.00,    0,              0,              0,       549,       162,        12,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.29,39.40,101.85,101.85
        69,  2000/1/1,    0:1:30,      0.00,    0,              0,              0,       549,       162,        12,         3,         3,         3,         1,         2,         4,         1,         2,         4,     27.29,38.42,101.85,101.85
        70,  2000/1/1,    0:1:34,      0.00,    0,              0,              0,       567,       165,        12,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.30,38.55,101.85,101.85
        71,  2000/1/1,    0:1:35,      0.00,    0,              0,              0,       567,       165,        12,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.31,40.74,101.85,101.85
        72,  2000/1/1,    0:1:36,      0.00,    0,              0,              0,       522,       150,        12,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.32,41.28,101.85,101.85
        73,  2000/1/1,    0:1:37,      0.00,    0,              0,              0,       522,       150,        12,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.33,40.66,101.85,101.85
        74,  2000/1/1,    0:1:38,      0.00,    0,              0,              0,       531,       147,        12,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.33,39.86,101.85,101.85
        75,  2000/1/1,    0:1:39,      0.00,    0,              0,              0,       531,       147,        12,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.34,39.76,101.85,101.85
        76,  2000/1/1,    0:1:40,      0.00,    0,              0,              0,       531,       144,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.35,39.09,101.85,101.85
        77,  2000/1/1,    0:1:41,      0.00,    0,              0,              0,       522,       138,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.36,38.75,101.85,101.85
        78,  2000/1/1,    0:1:42,      0.00,    0,              0,              0,       522,       138,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.36,38.55,101.85,101.85
        79,  2000/1/1,    0:1:43,      0.00,    0,              0,              0,       504,       135,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.37,38.50,101.85,101.85
        80,  2000/1/1,    0:1:44,      0.00,    0,              0,              0,       504,       135,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.38,38.39,101.85,101.85
        81,  2000/1/1,    0:1:45,      0.00,    0,              0,              0,       441,       114,         6,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.38,38.12,101.85,101.85
        82,  2000/1/1,    0:1:46,      0.00,    0,              0,              0,       450,       117,         6,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.39,37.89,101.85,101.85
        83,  2000/1/1,    0:1:47,      0.00,    0,              0,              0,       450,       117,         6,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.40,37.31,101.85,101.85
        84,  2000/1/1,    0:1:48,      0.00,    0,              0,              0,       495,       126,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.40,37.33,101.85,101.85
        85,  2000/1/1,    0:1:49,      0.00,    0,              0,              0,       495,       126,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.41,37.58,101.85,101.85
        86,  2000/1/1,    0:1:50,      0.00,    0,              0,              0,       513,       138,        18,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.42,37.70,101.85,101.85
        87,  2000/1/1,    0:1:51,      0.00,    0,              0,              0,       549,       144,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.42,37.67,101.85,101.85
        88,  2000/1/1,    0:1:52,      0.00,    0,              0,              0,       549,       144,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.43,37.82,101.85,101.85
        89,  2000/1/1,    0:1:53,      0.00,    0,              0,              0,       540,       150,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.44,37.99,101.85,101.85
        90,  2000/1/1,    0:1:54,      0.00,    0,              0,              0,       540,       150,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.44,38.01,101.85,101.85
        91,  2000/1/1,    0:1:55,      0.00,    0,              0,              0,       540,       156,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.45,38.25,101.85,101.85
        92,  2000/1/1,    0:1:56,      0.00,    0,              0,              0,       540,       156,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.46,38.64,101.85,101.85
        93,  2000/1/1,    0:1:57,      0.00,    0,              0,              0,       513,       150,        12,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.47,38.72,101.85,101.85
        94,  2000/1/1,    0:1:58,      0.00,    0,              0,              0,       522,       156,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.47,38.49,101.85,101.85
        95,  2000/1/1,    0:1:59,      0.00,    0,              0,              0,       522,       156,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.48,38.10,101.85,101.85
        96,  2000/1/1,     0:2:0,      0.00,    0,              0,              0,       495,       147,        15,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.48,37.88,101.85,101.85
        97,  2000/1/1,     0:2:4,      0.00,    0,              0,              0,       513,       150,        18,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.49,37.71,101.85,101.85
        98,  2000/1/1,     0:2:5,      0.00,    0,              0,              0,       441,       132,        15,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.50,37.32,101.85,101.85
        99,  2000/1/1,     0:2:6,      0.00,    0,              0,              0,       441,       132,        15,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.51,37.41,101.85,101.85
       100,  2000/1/1,     0:2:7,      0.00,    0,              0,              0,       414,       120,         6,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.52,37.70,101.85,101.85
       101,  2000/1/1,     0:2:8,      0.00,    0,              0,              0,       414,       120,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.53,37.87,101.85,101.85
       102,  2000/1/1,     0:2:9,      0.00,    0,              0,              0,       414,       120,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.53,38.22,101.85,101.85
       103,  2000/1/1,    0:2:10,      0.00,    0,              0,              0,       396,       114,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.54,38.34,101.85,101.85
       104,  2000/1/1,    0:2:11,      0.00,    0,              0,              0,       396,       114,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.55,38.27,101.85,101.85
       105,  2000/1/1,    0:2:12,      0.00,    0,              0,              0,       414,       117,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.56,38.20,101.85,101.85
       106,  2000/1/1,    0:2:13,      0.00,    0,              0,              0,       378,       105,        15,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.57,38.12,101.85,101.85
       107,  2000/1/1,    0:2:14,      0.00,    0,              0,              0,       378,       105,        15,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.57,38.01,101.85,101.85
       108,  2000/1/1,    0:2:15,      0.00,    0,              0,              0,       414,       114,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.58,38.09,101.85,101.85
       109,  2000/1/1,    0:2:16,      0.00,    0,              0,              0,       414,       114,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.59,38.10,101.85,101.85
       110,  2000/1/1,    0:2:17,      0.00,    0,              0,              0,       477,       135,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.59,38.17,101.85,101.85
       111,  2000/1/1,    0:2:18,      0.00,    0,              0,              0,       477,       135,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.60,38.37,101.85,101.85
       112,  2000/1/1,    0:2:19,      0.00,    0,              0,              0,       441,       117,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.61,38.47,101.85,101.85
       113,  2000/1/1,    0:2:20,      0.00,    0,              0,              0,       459,       117,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.61,38.47,101.85,101.85
       114,  2000/1/1,    0:2:21,      0.00,    0,              0,              0,       459,       117,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.62,38.54,101.85,101.85
       115,  2000/1/1,    0:2:22,      0.00,    0,              0,              0,       468,       114,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.63,38.43,101.85,101.85
       116,  2000/1/1,    0:2:23,      0.00,    0,              0,              0,       468,       114,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.63,38.48,101.84,101.84
       117,  2000/1/1,    0:2:24,      0.00,    0,              0,              0,       504,       126,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.64,38.31,101.84,101.84
       118,  2000/1/1,    0:2:25,      0.00,    0,              0,              0,       468,       120,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.65,38.10,101.84,101.84
       119,  2000/1/1,    0:2:26,      0.00,    0,              0,              0,       468,       120,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.65,37.96,101.84,101.84
       120,  2000/1/1,    0:2:27,      0.00,    0,              0,              0,       549,       144,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.66,38.31,101.85,101.85
       121,  2000/1/1,    0:2:28,      0.00,    0,              0,              0,       549,       144,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.67,38.34,101.85,101.85
       122,  2000/1/1,    0:2:29,      0.00,    0,              0,              0,       504,       135,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.68,38.24,101.85,101.85
       123,  2000/1/1,    0:2:30,      0.00,    0,              0,              0,       513,       141,         0,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.68,38.22,101.85,101.85
       124,  2000/1/1,    0:2:34,      0.00,    0,              0,              0,       423,       108,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     27.69,38.31,101.85,101.85
       125,  2000/1/1,    0:2:35,      0.00,    0,              0,              0,       423,       108,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     27.70,38.54,101.84,101.84
       126,  2000/1/1,    0:2:36,      0.00,    0,              0,              0,       423,       117,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,     27.70,38.75,101.84,101.84
       127,  2000/1/1,    0:2:37,      0.00,    0,              0,              0,       432,       126,         0,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.71,38.66,101.84,101.84
       128,  2000/1/1,    0:2:38,      0.00,    0,              0,              0,       432,       126,         0,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.72,38.53,101.84,101.84
       129,  2000/1/1,    0:2:39,      0.00,    0,              0,              0,       441,       132,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.73,38.17,101.84,101.84
       130,  2000/1/1,    0:2:40,      0.00,    0,              0,              0,       441,       132,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.73,37.92,101.84,101.84
       131,  2000/1/1,    0:2:41,      0.00,    0,              0,              0,       414,       123,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.74,38.00,101.84,101.84
       132,  2000/1/1,    0:2:42,      0.00,    0,              0,              0,       414,       123,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.75,38.07,101.84,101.84
       133,  2000/1/1,    0:2:43,      0.00,    0,              0,              0,       414,       123,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.76,38.29,101.84,101.84
       134,  2000/1/1,    0:2:44,      0.00,    0,              0,              0,       351,       105,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,     27.76,38.44,101.83,101.83
       135,  2000/1/1,    0:2:45,      0.00,    0,              0,              0,       351,       105,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,     27.77,38.55,101.83,101.83
       136,  2000/1/1,    0:2:46,      0.00,    0,              0,              0,       387,       114,         6,         0,         0,         0,         0,         1,         1,         0,         1,         1,     27.78,38.26,101.83,101.83
       137,  2000/1/1,    0:2:47,      0.00,    0,              0,              0,       432,       117,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.78,38.03,101.83,101.83
       138,  2000/1/1,    0:2:48,      0.00,    0,              0,              0,       432,       117,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.79,37.94,101.83,101.83
       139,  2000/1/1,    0:2:49,      0.00,    0,              0,              0,       450,       120,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.80,37.81,101.83,101.83
       140,  2000/1/1,    0:2:50,      0.00,    0,              0,              0,       450,       120,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.80,37.82,101.83,101.83
       141,  2000/1/1,    0:2:51,      0.00,    0,              0,              0,       432,       117,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.81,37.84,101.82,101.82
       142,  2000/1/1,    0:2:52,      0.00,    0,              0,              0,       486,       135,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.82,37.71,101.82,101.82
       143,  2000/1/1,    0:2:53,      0.00,    0,              0,              0,       486,       135,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.82,38.13,101.82,101.82
       144,  2000/1/1,    0:2:54,      0.00,    0,              0,              0,       477,       132,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.83,37.89,101.82,101.82
       145,  2000/1/1,    0:2:55,      0.00,    0,              0,              0,       477,       132,        12,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.83,37.76,101.82,101.82
       146,  2000/1/1,    0:2:56,      0.00,    0,              0,              0,       513,       147,         9,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.84,39.08,101.82,101.82
       147,  2000/1/1,    0:2:57,      0.00,    0,              0,              0,       513,       147,         9,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.85,39.06,101.82,101.82
       148,  2000/1/1,    0:2:58,      0.00,    0,              0,              0,       504,       147,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.86,37.87,101.82,101.82
       149,  2000/1/1,    0:2:59,      0.00,    0,              0,              0,       540,       159,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.86,37.28,101.82,101.82
       150,  2000/1/1,     0:3:0,      0.00,    0,              0,              0,       540,       159,        15,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.87,36.94,101.82,101.82
       151,  2000/1/1,     0:3:4,      0.00,    0,              0,              0,       504,       162,        18,         0,         0,         0,         1,         3,         3,         1,         3,         3,     27.88,36.42,101.82,101.82
       152,  2000/1/1,     0:3:5,      0.00,    0,              0,              0,       504,       162,        18,         0,         0,         0,         1,         3,         3,         1,         3,         3,     27.88,35.67,101.82,101.82
       153,  2000/1/1,     0:3:6,      0.00,    0,              0,              0,       477,       159,        18,         0,         0,         0,         1,         3,         3,         1,         3,         3,     27.89,35.60,101.82,101.82
       154,  2000/1/1,     0:3:7,      0.00,    0,              0,              0,       477,       159,        18,         0,         0,         0,         1,         3,         3,         1,         3,         3,     27.90,35.52,101.82,101.82
       155,  2000/1/1,     0:3:8,      0.00,    0,              0,              0,       513,       171,        24,         3,         3,         3,         1,         3,         6,         1,         3,         6,     27.91,35.42,101.82,101.82
       156,  2000/1/1,     0:3:9,      0.00,    0,              0,              0,       459,       153,        24,         6,         3,         3,         1,         3,         6,         1,         3,         6,     27.91,35.34,101.82,101.82
       157,  2000/1/1,    0:3:10,      0.00,    0,              0,              0,       459,       153,        24,         6,         3,         3,         1,         3,         6,         1,         3,         6,     27.92,35.36,101.82,101.82
       158,  2000/1/1,    0:3:11,      0.00,    0,              0,              0,       477,       159,        30,         9,         6,         6,         1,         3,         9,         1,         3,         9,     27.93,35.34,101.82,101.82
       159,  2000/1/1,    0:3:12,      0.00,    0,              0,              0,       477,       159,        30,         9,         6,         6,         1,         3,         9,         1,         3,         9,     27.93,35.23,101.82,101.82
