A5A5A5A5A5A5
   Counter,      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
        28,  2025/7/4,   20:0:31,      0.00,    0,              0,              0,       471,       143,         6,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.39,40.80,101.92,101.92
        29,  2025/7/4,   20:0:32,      0.00,    0,              0,              0,       492,       147,         6,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.39,40.81,101.92,101.92
        30,  2025/7/4,   20:0:33,      0.00,    0,              0,              0,       492,       147,         6,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.40,41.13,101.92,101.92
        31,  2025/7/4,   20:0:34,      0.00,    0,              0,              0,       513,       161,         6,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.41,41.53,101.92,101.92
        32,  2025/7/4,   20:0:35,      0.00,    0,              0,              0,       480,       150,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.41,41.70,101.92,101.92
        33,  2025/7/4,   20:0:36,      0.00,    0,              0,              0,       480,       150,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.42,41.88,101.92,101.92
        34,  2025/7/4,   20:0:37,      0.00,    0,              0,              0,       489,       153,         6,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.42,42.06,101.92,101.92
        35,  2025/7/4,   20:0:38,      0.00,    0,              0,              0,       489,       153,         6,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.43,42.33,101.92,101.92
        36,  2025/7/4,   20:0:39,      0.00,    0,              0,              0,       561,       174,         6,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.43,42.03,101.92,101.92
        37,  2025/7/4,   20:0:40,      0.00,    0,              0,              0,       591,       188,        16,         6,         3,         3,         3,         4,         8,         3,         4,         8,     27.44,41.24,101.92,101.92
        38,  2025/7/4,   20:0:41,      0.00,    0,              0,              0,       591,       188,        16,         6,         3,         3,         3,         4,         8,         3,         4,         8,     27.44,40.58,101.92,101.92
        39,  2025/7/4,   20:0:42,      0.00,    0,              0,              0,       582,       181,        16,         6,         3,         3,         3,         4,         8,         3,         4,         8,     27.45,40.44,101.92,101.92
        40,  2025/7/4,   20:0:43,      0.00,    0,              0,              0,       582,       181,        16,         6,         3,         3,         3,         4,         8,         3,         4,         8,     27.45,40.64,101.92,101.92
        41,  2025/7/4,   20:0:44,      0.00,    0,              0,              0,       531,       164,        16,         6,         3,         3,         3,         3,         7,         3,         3,         7,     27.45,40.93,101.93,101.93
        42,  2025/7/4,   20:0:45,      0.00,    0,              0,              0,       498,       153,        13,         6,         3,         3,         2,         3,         7,         2,         3,         7,     27.46,40.85,101.93,101.93
        43,  2025/7/4,   20:0:49,      0.00,    0,              0,              0,       561,       174,        16,         6,         3,         3,         1,         2,         6,         1,         2,         6,     27.46,40.56,101.93,101.93
        44,  2025/7/4,   20:0:50,      0.00,    0,              0,              0,       561,       174,        16,         6,         3,         3,         1,         2,         6,         1,         2,         6,     27.47,40.54,101.93,101.93
        45,  2025/7/4,   20:0:51,      0.00,    0,              0,              0,       573,       174,        16,         6,         3,         3,         2,         2,         6,         2,         2,         6,     27.47,40.92,101.93,101.93
        46,  2025/7/4,   20:0:52,      0.00,    0,              0,              0,       594,       174,        16,         6,         3,         3,         3,         3,         7,         3,         3,         7,     27.48,41.18,101.93,101.93
        47,  2025/7/4,   20:0:53,      0.00,    0,              0,              0,       594,       174,        16,         6,         3,         3,         3,         3,         7,         3,         3,         7,     27.49,41.52,101.93,101.93
        48,  2025/7/4,   20:0:54,      0.00,    0,              0,              0,       606,       178,        16,         6,         3,         3,         3,         3,         7,         3,         3,         7,     27.49,41.83,101.93,101.93
        49,  2025/7/4,   20:0:55,      0.00,    0,              0,              0,       606,       178,        16,         6,         3,         3,         3,         3,         7,         3,         3,         7,     27.50,41.88,101.93,101.93
        50,  2025/7/4,   20:0:56,      0.00,    0,              0,              0,       597,       174,        16,         6,         3,         3,         3,         3,         7,         3,         3,         7,     27.50,41.46,101.93,101.93
        51,  2025/7/4,   20:0:57,      0.00,    0,              0,              0,       534,       153,         6,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.51,41.20,101.94,101.94
        52,  2025/7/4,   20:0:58,      0.00,    0,              0,              0,       534,       153,         6,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.51,41.14,101.94,101.94
        53,  2025/7/4,   20:0:59,      0.00,    0,              0,              0,       564,       164,         9,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.51,41.29,101.94,101.94
        54,  2025/7/4,    20:1:0,      0.00,    0,              0,              0,       564,       164,         9,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.52,41.96,101.94,101.94
        55,  2025/7/4,    20:1:1,      0.00,    0,              0,              0,       585,       171,        12,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.52,42.68,101.94,101.94
        56,  2025/7/4,    20:1:2,      0.00,    0,              0,              0,       627,       178,        12,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.53,43.00,101.94,101.94
        57,  2025/7/4,    20:1:3,      0.00,    0,              0,              0,       627,       178,        12,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.53,43.10,101.94,101.94
        58,  2025/7/4,    20:1:4,      0.00,    0,              0,              0,       606,       174,        12,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.54,43.12,101.94,101.94
        59,  2025/7/4,    20:1:5,      0.00,    0,              0,              0,       606,       174,        12,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.54,43.37,101.94,101.94
        60,  2025/7/4,    20:1:6,      0.00,    0,              0,              0,       576,       164,         9,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.54,43.46,101.94,101.94
        61,  2025/7/4,    20:1:7,      0.00,    0,              0,              0,       555,       161,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.55,42.70,101.94,101.94
        62,  2025/7/4,    20:1:8,      0.00,    0,              0,              0,       555,       161,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.55,42.25,101.94,101.94
        63,  2025/7/4,    20:1:9,      0.00,    0,              0,              0,       513,       147,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.56,42.42,101.94,101.94
        64,  2025/7/4,   20:1:10,      0.00,    0,              0,              0,       513,       147,        15,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.56,41.87,101.94,101.94
        65,  2025/7/4,   20:1:11,      0.00,    0,              0,              0,       480,       136,        15,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.57,41.34,101.94,101.94
        66,  2025/7/4,   20:1:12,      0.00,    0,              0,              0,       480,       136,        15,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.57,41.17,101.94,101.94
        67,  2025/7/4,   20:1:13,      0.00,    0,              0,              0,       489,       140,        18,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.58,41.20,101.94,101.94
        68,  2025/7/4,   20:1:14,      0.00,    0,              0,              0,       480,       140,        18,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.58,41.43,101.94,101.94
        69,  2025/7/4,   20:1:15,      0.00,    0,              0,              0,       480,       140,        18,         0,         0,         0,         1,         2,         2,         1,         2,         2,     27.59,41.11,101.94,101.94
        70,  2025/7/4,   20:1:19,      0.00,    0,              0,              0,       543,       168,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.59,41.01,101.94,101.94
        71,  2025/7/4,   20:1:20,      0.00,    0,              0,              0,       543,       168,        21,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.60,43.37,101.95,101.95
        72,  2025/7/4,   20:1:21,      0.00,    0,              0,              0,       534,       165,        24,         3,         3,         3,         3,         3,         6,         3,         3,         6,     27.60,43.23,101.95,101.95
        73,  2025/7/4,   20:1:22,      0.00,    0,              0,              0,       534,       165,        24,         3,         3,         3,         3,         3,         6,         3,         3,         6,     27.61,43.14,101.95,101.95
        74,  2025/7/4,   20:1:23,      0.00,    0,              0,              0,       522,       161,        24,         3,         3,         3,         3,         3,         7,         3,         3,         7,     27.61,43.26,101.95,101.95
        75,  2025/7/4,   20:1:24,      0.00,    0,              0,              0,       531,       161,        21,         3,         3,         3,         3,         3,         7,         3,         3,         7,     27.62,43.71,101.95,101.95
        76,  2025/7/4,   20:1:25,      0.00,    0,              0,              0,       531,       161,        21,         3,         3,         3,         3,         3,         7,         3,         3,         7,     27.62,43.60,101.95,101.95
        77,  2025/7/4,   20:1:26,      0.00,    0,              0,              0,       564,       179,        21,         3,         3,         3,         2,         2,         5,         2,         2,         5,     27.63,43.36,101.95,101.95
        78,  2025/7/4,   20:1:27,      0.00,    0,              0,              0,       564,       179,        21,         3,         3,         3,         2,         2,         5,         2,         2,         5,     27.64,42.91,101.95,101.95
        79,  2025/7/4,   20:1:28,      0.00,    0,              0,              0,       585,       186,        21,         3,         3,         3,         3,         3,         5,         3,         3,         5,     27.64,42.53,101.95,101.95
        80,  2025/7/4,   20:1:29,      0.00,    0,              0,              0,       534,       172,        21,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.65,41.72,101.95,101.95
        81,  2025/7/4,   20:1:30,      0.00,    0,              0,              0,       534,       172,        21,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.65,41.14,101.95,101.95
        82,  2025/7/4,   20:1:31,      0.00,    0,              0,              0,       534,       172,        18,         6,         6,         6,         2,         2,         7,         2,         2,         7,     27.66,40.75,101.95,101.95
        83,  2025/7/4,   20:1:32,      0.00,    0,              0,              0,       534,       172,        18,         6,         6,         6,         3,         3,        10,         3,         3,        10,     27.66,40.17,101.95,101.95
        84,  2025/7/4,   20:1:33,      0.00,    0,              0,              0,       504,       165,        15,         6,         6,         6,         3,         3,        10,         3,         3,        10,     27.66,40.13,101.95,101.95
        85,  2025/7/4,   20:1:34,      0.00,    0,              0,              0,       504,       165,        15,         6,         6,         6,         3,         3,        10,         3,         3,        10,     27.67,40.18,101.95,101.95
        86,  2025/7/4,   20:1:35,      0.00,    0,              0,              0,       432,       141,        12,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.68,40.10,101.95,101.95
        87,  2025/7/4,   20:1:36,      0.00,    0,              0,              0,       369,       120,        19,         6,         6,         6,         1,         2,         8,         1,         2,         8,     27.68,40.25,101.95,101.95
        88,  2025/7/4,   20:1:37,      0.00,    0,              0,              0,       369,       120,        19,         6,         6,         6,         1,         2,         8,         1,         2,         8,     27.69,40.42,101.95,101.95
        89,  2025/7/4,   20:1:38,      0.00,    0,              0,              0,       399,       130,        19,         3,         3,         3,         2,         2,         5,         2,         2,         5,     27.69,40.35,101.95,101.95
        90,  2025/7/4,   20:1:39,      0.00,    0,              0,              0,       399,       130,        19,         3,         3,         3,         2,         2,         5,         2,         2,         5,     27.70,40.48,101.95,101.95
        91,  2025/7/4,   20:1:40,      0.00,    0,              0,              0,       399,       127,        22,         6,         6,         6,         2,         2,         7,         2,         2,         7,     27.70,40.39,101.95,101.95
        92,  2025/7/4,   20:1:41,      0.00,    0,              0,              0,       420,       137,        22,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.70,40.33,101.95,101.95
        93,  2025/7/4,   20:1:42,      0.00,    0,              0,              0,       420,       137,        22,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.71,40.34,101.95,101.95
        94,  2025/7/4,   20:1:43,      0.00,    0,              0,              0,       378,       123,        22,         6,         6,         6,         1,         2,         7,         1,         2,         7,     27.72,39.96,101.95,101.95
        95,  2025/7/4,   20:1:44,      0.00,    0,              0,              0,       378,       123,        22,         6,         6,         6,         1,         2,         7,         1,         2,         7,     27.72,39.64,101.95,101.95
        96,  2025/7/4,   20:1:45,      0.00,    0,              0,              0,       378,       123,        22,         6,         6,         6,         1,         2,         7,         1,         2,         7,     27.73,39.40,101.95,101.95
        97,  2025/7/4,   20:1:49,      0.00,    0,              0,              0,       420,       137,        22,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.73,39.32,101.95,101.95
        98,  2025/7/4,   20:1:50,      0.00,    0,              0,              0,       483,       158,        22,         6,         6,         6,         2,         3,         8,         2,         3,         8,     27.74,39.33,101.95,101.95
        99,  2025/7/4,   20:1:51,      0.00,    0,              0,              0,       504,       165,        22,         6,         6,         6,         2,         3,         8,         2,         3,         8,     27.75,39.42,101.95,101.95
       100,  2025/7/4,   20:1:52,      0.00,    0,              0,              0,       504,       165,        22,         6,         6,         6,         2,         3,         8,         2,         3,         8,     27.75,39.50,101.95,101.95
       101,  2025/7/4,   20:1:53,      0.00,    0,              0,              0,       471,       154,        12,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.76,39.69,101.95,101.95
       102,  2025/7/4,   20:1:54,      0.00,    0,              0,              0,       471,       154,        12,         6,         6,         6,         2,         2,         8,         2,         2,         8,     27.76,40.08,101.95,101.95
       103,  2025/7/4,   20:1:55,      0.00,    0,              0,              0,       483,       158,        15,         6,         6,         6,         2,         3,         8,         2,         3,         8,     27.77,40.43,101.95,101.95
       104,  2025/7/4,   20:1:56,      0.00,    0,              0,              0,       483,       158,        15,         6,         6,         6,         2,         3,         8,         2,         3,         8,     27.78,40.43,101.95,101.95
       105,  2025/7/4,   20:1:57,      0.00,    0,              0,              0,       537,       175,        12,         3,         3,         3,         3,         3,         6,         3,         3,         6,     27.78,40.38,101.95,101.95
       106,  2025/7/4,   20:1:58,      0.00,    0,              0,              0,       516,       168,         9,         3,         3,         3,         3,         3,         5,         3,         3,         5,     27.79,40.34,101.95,101.95
       107,  2025/7/4,   20:1:59,      0.00,    0,              0,              0,       516,       168,         9,         3,         3,         3,         3,         3,         5,         3,         3,         5,     27.79,40.36,101.95,101.95
       108,  2025/7/4,    20:2:0,      0.00,    0,              0,              0,       504,       164,         9,         3,         3,         3,         3,         3,         5,         3,         3,         5,     27.80,40.51,101.95,101.95
       109,  2025/7/4,    20:2:1,      0.00,    0,              0,              0,       504,       164,         9,         3,         3,         3,         3,         3,         5,         3,         3,         5,     27.80,40.66,101.94,101.94
       110,  2025/7/4,    20:2:2,      0.00,    0,              0,              0,       525,       171,         9,         3,         3,         3,         3,         3,         6,         3,         3,         6,     27.81,40.63,101.94,101.94
       111,  2025/7/4,    20:2:3,      0.00,    0,              0,              0,       546,       174,        19,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.81,40.29,101.94,101.94
       112,  2025/7/4,    20:2:4,      0.00,    0,              0,              0,       546,       174,        19,         0,         0,         0,         3,         4,         4,         3,         4,         4,     27.82,40.09,101.94,101.94
       113,  2025/7/4,    20:2:5,      0.00,    0,              0,              0,       534,       170,        19,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.82,40.18,101.94,101.94
       114,  2025/7/4,    20:2:6,      0.00,    0,              0,              0,       534,       170,        19,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.83,40.27,101.94,101.94
       115,  2025/7/4,    20:2:7,      0.00,    0,              0,              0,       459,       145,        19,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.84,40.39,101.94,101.94
       116,  2025/7/4,    20:2:8,      0.00,    0,              0,              0,       459,       145,        19,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.84,40.23,101.94,101.94
       117,  2025/7/4,    20:2:9,      0.00,    0,              0,              0,       459,       145,        19,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.84,39.90,101.94,101.94
       118,  2025/7/4,   20:2:10,      0.00,    0,              0,              0,       513,       163,        19,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.85,39.82,101.94,101.94
       119,  2025/7/4,   20:2:11,      0.00,    0,              0,              0,       513,       163,        19,         0,         0,         0,         3,         3,         3,         3,         3,         3,     27.85,39.67,101.94,101.94
       120,  2025/7/4,   20:2:12,      0.00,    0,              0,              0,       471,       149,        13,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.86,39.66,101.94,101.94
       121,  2025/7/4,   20:2:13,      0.00,    0,              0,              0,       438,       142,        16,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.86,40.00,101.94,101.94
       122,  2025/7/4,   20:2:14,      0.00,    0,              0,              0,       438,       142,        16,         0,         0,         0,         2,         3,         3,         2,         3,         3,     27.87,40.23,101.94,101.94
       123,  2025/7/4,   20:2:15,      0.00,    0,              0,              0,       396,       128,        16,         0,         0,         0,         2,         2,         2,         2,         2,         2,     27.87,40.46,101.94,101.94
       124,  2025/7/4,   20:2:19,      0.00,    0,              0,              0,       441,       136,        19,         3,         0,         0,         2,         3,         4,         2,         3,         4,     27.88,40.63,101.94,101.94
       125,  2025/7/4,   20:2:20,      0.00,    0,              0,              0,       420,       133,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.88,40.70,101.94,101.94
       126,  2025/7/4,   20:2:21,      0.00,    0,              0,              0,       420,       133,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.89,40.78,101.94,101.94
       127,  2025/7/4,   20:2:22,      0.00,    0,              0,              0,       420,       133,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.90,40.84,101.94,101.94
       128,  2025/7/4,   20:2:23,      0.00,    0,              0,              0,       420,       133,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.91,40.86,101.94,101.94
       129,  2025/7/4,   20:2:24,      0.00,    0,              0,              0,       441,       140,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.91,40.83,101.93,101.93
       130,  2025/7/4,   20:2:25,      0.00,    0,              0,              0,       441,       140,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.92,40.87,101.93,101.93
       131,  2025/7/4,   20:2:26,      0.00,    0,              0,              0,       441,       140,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.92,40.97,101.93,101.93
       132,  2025/7/4,   20:2:27,      0.00,    0,              0,              0,       408,       129,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.93,41.10,101.93,101.93
       133,  2025/7/4,   20:2:28,      0.00,    0,              0,              0,       408,       129,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.93,41.33,101.93,101.93
       134,  2025/7/4,   20:2:29,      0.00,    0,              0,              0,       396,       125,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.94,41.38,101.93,101.93
       135,  2025/7/4,   20:2:30,      0.00,    0,              0,              0,       408,       125,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.94,41.38,101.93,101.93
       136,  2025/7/4,   20:2:31,      0.00,    0,              0,              0,       408,       125,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.95,41.36,101.92,101.92
       137,  2025/7/4,   20:2:32,      0.00,    0,              0,              0,       408,       125,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.95,41.34,101.92,101.92
       138,  2025/7/4,   20:2:33,      0.00,    0,              0,              0,       408,       125,        12,         3,         0,         0,         2,         2,         3,         2,         2,         3,     27.96,41.32,101.92,101.92
       139,  2025/7/4,   20:2:34,      0.00,    0,              0,              0,       345,       111,        12,         3,         0,         0,         1,         1,         3,         1,         1,         3,     27.96,41.27,101.92,101.92
       140,  2025/7/4,   20:2:35,      0.00,    0,              0,              0,       366,       114,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.97,41.22,101.92,101.92
       141,  2025/7/4,   20:2:36,      0.00,    0,              0,              0,       366,       114,         9,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.97,41.18,101.92,101.92
       142,  2025/7/4,   20:2:37,      0.00,    0,              0,              0,       387,       121,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.98,41.09,101.92,101.92
       143,  2025/7/4,   20:2:38,      0.00,    0,              0,              0,       387,       121,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.98,41.02,101.92,101.92
       144,  2025/7/4,   20:2:39,      0.00,    0,              0,              0,       378,       118,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.99,41.03,101.92,101.92
       145,  2025/7/4,   20:2:40,      0.00,    0,              0,              0,       378,       118,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     27.99,40.99,101.91,101.91
       146,  2025/7/4,   20:2:41,      0.00,    0,              0,              0,       378,       118,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     28.00,41.35,101.91,101.91
       147,  2025/7/4,   20:2:42,      0.00,    0,              0,              0,       378,       118,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     28.00,41.45,101.91,101.91
       148,  2025/7/4,   20:2:43,      0.00,    0,              0,              0,       378,       118,         3,         0,         0,         0,         1,         1,         1,         1,         1,         1,     28.01,41.23,101.91,101.91
       149,  2025/7/4,   20:2:44,      0.00,    0,              0,              0,       369,       115,         6,         3,         0,         0,         1,         1,         2,         1,         1,         2,     28.01,41.04,101.91,101.91
       150,  2025/7/4,   20:2:45,      0.00,    0,              0,              0,       369,       115,         6,         3,         0,         0,         1,         1,         2,         1,         1,         2,     28.02,40.91,101.91,101.91
       151,  2025/7/4,   20:2:49,      0.00,    0,              0,              0,       444,       137,         9,         6,         3,         0,         2,         2,         5,         2,         2,         5,     28.02,40.57,101.91,101.91
       152,  2025/7/4,   20:2:50,      0.00,    0,              0,              0,       444,       137,         9,         6,         3,         0,         2,         2,         5,         2,         2,         5,     28.03,39.92,101.91,101.91
       153,  2025/7/4,   20:2:51,      0.00,    0,              0,              0,       453,       130,        12,         6,         3,         0,         1,         2,         5,         1,         2,         5,     28.03,39.86,101.91,101.91
       154,  2025/7/4,   20:2:52,      0.00,    0,              0,              0,       495,       144,        12,         6,         3,         0,         2,         2,         5,         2,         2,         5,     28.04,39.84,101.91,101.91
       155,  2025/7/4,   20:2:53,      0.00,    0,              0,              0,       495,       144,        12,         6,         3,         0,         2,         2,         5,         2,         2,         5,     28.05,39.84,101.91,101.91
       156,  2025/7/4,   20:2:54,      0.00,    0,              0,              0,       537,       154,        15,         9,         6,         0,         2,         2,         7,         2,         2,         7,     28.05,39.84,101.91,101.91
       157,  2025/7/4,   20:2:55,      0.00,    0,              0,              0,       537,       154,        15,         9,         6,         0,         2,         2,         7,         2,         2,         7,     28.06,39.84,101.91,101.91
       158,  2025/7/4,   20:2:56,      0.00,    0,              0,              0,       600,       171,        15,         9,         6,         0,         2,         3,         8,         2,         3,         8,     28.07,39.84,101.91,101.91
       159,  2025/7/4,   20:2:57,      0.00,    0,              0,              0,       654,       189,        15,         9,         6,         0,         3,         3,         8,         3,         3,         8,     28.07,39.84,101.91,101.91
