dt,S1,S2,S3,S5,S6,network_min,network_max,network_mean,network_range
2025-07-04 20:54:42,6.0,5.0,1.0,11.0,3.0,1.0,11.0,5.2,10.0
2025-07-04 20:54:43,7.0,5.0,2.0,14.5,3.0,2.0,14.5,6.3,12.5
2025-07-04 20:54:44,7.0,5.0,2.0,18.5,3.0,2.0,18.5,7.1,16.5
2025-07-04 20:54:45,7.0,5.0,2.0,20.5,3.0,2.0,20.5,7.5,18.5
2025-07-04 20:54:46,7.0,5.0,2.0,22.0,3.0,2.0,22.0,7.8,20.0
2025-07-04 20:54:47,8.0,5.0,2.0,24.5,2.0,2.0,24.5,8.3,22.5
2025-07-04 20:54:48,8.0,6.0,1.0,26.0,2.0,1.0,26.0,8.6,25.0
2025-07-04 20:54:49,9.0,6.0,1.0,26.5,2.0,1.0,26.5,8.9,25.5
2025-07-04 20:54:50,9.0,5.0,1.0,27.5,3.0,1.0,27.5,9.1,26.5
2025-07-04 20:54:51,11.0,5.0,1.0,26.0,3.0,1.0,26.0,9.2,25.0
2025-07-04 20:54:52,12.0,5.0,1.0,26.0,4.0,1.0,26.0,9.6,25.0
2025-07-04 20:54:53,12.0,5.0,1.0,25.0,5.0,1.0,25.0,9.6,24.0
2025-07-04 20:54:54,13.0,5.0,1.0,23.5,5.0,1.0,23.5,9.5,22.5
2025-07-04 20:54:55,14.0,4.0,1.0,23.5,5.0,1.0,23.5,9.5,22.5
2025-07-04 20:54:56,14.0,4.0,1.0,21.5,4.0,1.0,21.5,8.9,20.5
2025-07-04 20:54:57,14.0,5.0,1.0,19.0,4.0,1.0,19.0,8.6,18.0
2025-07-04 20:54:58,15.0,5.0,1.0,18.5,4.0,1.0,18.5,8.7,17.5
2025-07-04 20:54:59,15.0,5.0,1.0,17.0,4.0,1.0,17.0,8.4,16.0
2025-07-04 20:55:00,16.0,5.0,1.0,17.0,4.0,1.0,17.0,8.6,16.0
2025-07-04 20:55:01,15.0,5.0,1.0,14.5,4.0,1.0,15.0,7.9,14.0
2025-07-04 20:55:02,15.0,5.0,1.0,14.5,4.0,1.0,15.0,7.9,14.0
2025-07-04 20:55:03,15.0,4.0,2.0,12.0,4.0,2.0,15.0,7.4,13.0
2025-07-04 20:55:04,15.0,4.0,2.0,12.5,4.0,2.0,15.0,7.5,13.0
2025-07-04 20:55:05,13.0,3.0,2.0,12.0,5.0,2.0,13.0,7.0,11.0
2025-07-04 20:55:06,12.0,3.0,3.0,11.0,5.0,3.0,12.0,6.8,9.0
2025-07-04 20:55:07,12.0,4.0,3.0,11.0,4.0,3.0,12.0,6.8,9.0
2025-07-04 20:55:08,11.0,4.0,2.0,11.0,4.0,2.0,11.0,6.4,9.0
2025-07-04 20:55:09,11.0,4.0,2.0,11.0,4.0,2.0,11.0,6.4,9.0
2025-07-04 20:55:10,10.0,3.0,2.0,11.5,4.0,2.0,11.5,6.1,9.5
2025-07-04 20:55:11,10.0,3.0,2.0,11.5,4.0,2.0,11.5,6.1,9.5
2025-07-04 20:55:12,8.0,3.0,2.0,11.0,4.0,2.0,11.0,5.6,9.0
2025-07-04 20:55:13,6.0,3.0,3.0,10.0,4.0,3.0,10.0,5.2,7.0
2025-07-04 20:55:14,6.0,3.0,3.0,10.0,5.0,3.0,10.0,5.4,7.0
2025-07-04 20:55:15,6.0,3.0,3.0,10.0,5.0,3.0,10.0,5.4,7.0
2025-07-04 20:55:16,6.0,3.0,3.0,10.0,5.0,3.0,10.0,5.4,7.0
2025-07-04 20:55:17,6.0,3.0,2.0,10.5,4.0,2.0,10.5,5.1,8.5
2025-07-04 20:55:18,5.0,3.0,2.0,10.5,4.0,2.0,10.5,4.9,8.5
2025-07-04 20:55:19,5.0,4.0,2.0,10.5,3.0,2.0,10.5,4.9,8.5
2025-07-04 20:55:20,6.0,4.0,1.0,11.0,3.0,1.0,11.0,5.0,10.0
2025-07-04 20:55:21,6.0,5.0,1.0,11.0,3.0,1.0,11.0,5.2,10.0
2025-07-04 20:55:22,4.0,5.0,1.0,10.5,3.0,1.0,10.5,4.7,9.5
2025-07-04 20:55:23,4.0,5.0,1.0,10.0,3.0,1.0,10.0,4.6,9.0
2025-07-04 20:55:24,4.0,5.0,1.0,9.5,2.0,1.0,9.5,4.3,8.5
2025-07-04 20:55:25,4.0,5.0,1.0,9.5,2.0,1.0,9.5,4.3,8.5
2025-07-04 20:55:26,4.0,5.0,1.0,9.5,2.0,1.0,9.5,4.3,8.5
2025-07-04 20:55:27,5.0,5.0,1.0,9.0,2.0,1.0,9.0,4.4,8.0
2025-07-04 20:55:28,5.0,5.0,1.0,9.5,1.0,1.0,9.5,4.3,8.5
2025-07-04 20:55:29,5.0,5.0,1.0,9.5,1.0,1.0,9.5,4.3,8.5
2025-07-04 20:55:30,6.0,5.0,1.0,9.0,1.0,1.0,9.0,4.4,8.0
2025-07-04 20:55:31,6.0,5.0,1.0,9.0,1.0,1.0,9.0,4.4,8.0
2025-07-04 20:55:32,7.0,5.0,1.0,8.5,1.0,1.0,8.5,4.5,7.5
2025-07-04 20:55:33,7.0,5.0,1.0,7.5,1.0,1.0,7.5,4.3,6.5
2025-07-04 20:55:34,7.0,5.0,1.0,8.0,2.0,1.0,8.0,4.6,7.0
2025-07-04 20:55:35,9.0,5.0,1.0,8.5,2.0,1.0,9.0,5.1,8.0
2025-07-04 20:55:36,9.0,4.0,1.0,8.5,2.0,1.0,9.0,4.9,8.0
2025-07-04 20:55:37,10.0,4.0,3.0,8.0,2.0,2.0,10.0,5.4,8.0
2025-07-04 20:55:38,11.0,4.0,3.0,8.0,2.0,2.0,11.0,5.6,9.0
2025-07-04 20:55:39,11.0,4.0,3.0,8.0,2.0,2.0,11.0,5.6,9.0
2025-07-04 20:55:40,10.0,4.0,3.0,8.0,2.0,2.0,10.0,5.4,8.0
2025-07-04 20:55:41,11.0,4.0,3.0,7.5,2.0,2.0,11.0,5.5,9.0
2025-07-04 20:55:42,10.0,4.0,3.0,7.0,2.0,2.0,10.0,5.2,8.0
2025-07-04 20:55:43,9.0,4.0,3.0,7.5,2.0,2.0,9.0,5.1,7.0
2025-07-04 20:55:44,11.0,4.0,4.0,6.5,2.0,2.0,11.0,5.5,9.0
2025-07-04 20:55:45,13.0,4.0,4.0,6.5,2.0,2.0,13.0,5.9,11.0
2025-07-04 20:55:46,13.0,4.0,4.0,6.5,2.0,2.0,13.0,5.9,11.0
2025-07-04 20:55:47,12.0,4.0,4.0,6.5,2.0,2.0,12.0,5.7,10.0
2025-07-04 20:55:48,11.0,4.0,4.0,6.5,1.0,1.0,11.0,5.3,10.0
2025-07-04 20:55:49,10.0,4.0,4.0,6.0,1.0,1.0,10.0,5.0,9.0
2025-07-04 20:55:50,10.0,4.0,4.0,6.5,1.0,1.0,10.0,5.1,9.0
2025-07-04 20:55:51,10.0,4.0,3.0,6.5,1.0,1.0,10.0,4.9,9.0
2025-07-04 20:55:52,9.0,4.0,3.0,6.5,1.0,1.0,9.0,4.7,8.0
2025-07-04 20:55:53,9.0,4.0,3.0,6.5,1.0,1.0,9.0,4.7,8.0
2025-07-04 20:55:54,7.0,4.0,3.0,6.5,1.0,1.0,7.0,4.3,6.0
2025-07-04 20:55:55,8.0,3.0,3.0,6.5,1.0,1.0,8.0,4.3,7.0
2025-07-04 20:55:56,8.0,3.0,2.0,6.0,1.0,1.0,8.0,4.0,7.0
2025-07-04 20:55:57,8.0,3.0,2.0,6.0,2.0,2.0,8.0,4.2,6.0
2025-07-04 20:55:58,8.0,3.0,3.0,6.0,3.0,3.0,8.0,4.6,5.0
2025-07-04 20:55:59,8.0,3.0,3.0,5.5,3.0,3.0,8.0,4.5,5.0
2025-07-04 20:56:00,8.0,3.0,3.0,5.5,3.0,3.0,8.0,4.5,5.0
2025-07-04 20:56:01,8.0,3.0,2.0,5.0,3.0,2.0,8.0,4.2,6.0
2025-07-04 20:56:02,7.0,3.0,2.0,4.5,3.0,2.0,7.0,3.9,5.0
2025-07-04 20:56:03,7.0,3.0,2.0,5.5,3.0,2.0,7.0,4.1,5.0
2025-07-04 20:56:04,5.0,4.0,2.0,5.5,3.0,2.0,5.5,3.9,3.5
2025-07-04 20:56:05,5.0,4.0,2.0,6.5,3.0,2.0,6.5,4.1,4.5
2025-07-04 20:56:06,5.0,6.0,2.0,6.5,3.0,2.0,6.5,4.5,4.5
2025-07-04 20:56:07,5.0,6.0,2.0,6.5,3.0,2.0,6.5,4.5,4.5
2025-07-04 20:56:08,5.0,6.0,2.0,5.5,3.0,2.0,6.0,4.3,4.0
2025-07-04 20:56:09,5.0,7.0,2.0,5.5,2.0,2.0,7.0,4.3,5.0
2025-07-04 20:56:10,6.0,7.0,2.0,6.0,2.0,2.0,7.0,4.6,5.0
2025-07-04 20:56:11,6.0,8.0,2.0,6.5,2.0,2.0,8.0,4.9,6.0
2025-07-04 20:56:12,6.0,8.0,2.0,6.5,1.0,1.0,8.0,4.7,7.0
2025-07-04 20:56:13,5.0,7.0,2.0,7.0,1.0,1.0,7.0,4.4,6.0
2025-07-04 20:56:14,6.0,7.0,2.0,7.5,1.0,1.0,7.5,4.7,6.5
2025-07-04 20:56:15,6.0,7.0,2.0,7.5,1.0,1.0,7.5,4.7,6.5
2025-07-04 20:56:16,6.0,7.0,2.0,7.5,1.0,1.0,7.5,4.7,6.5
2025-07-04 20:56:17,6.0,7.0,2.0,7.0,2.0,2.0,7.0,4.8,5.0
2025-07-04 20:56:18,7.0,7.0,2.0,8.0,2.0,2.0,8.0,5.2,6.0
2025-07-04 20:56:19,8.0,7.0,2.0,8.0,2.0,2.0,8.0,5.4,6.0
2025-07-04 20:56:20,8.0,7.0,2.0,7.5,2.0,2.0,8.0,5.3,6.0
2025-07-04 20:56:21,6.0,6.0,2.0,7.5,2.0,2.0,7.5,4.7,5.5
2025-07-04 20:56:22,6.0,6.0,2.0,7.0,2.0,2.0,7.0,4.6,5.0
2025-07-04 20:56:23,7.0,6.0,2.0,7.0,2.0,2.0,7.0,4.8,5.0
2025-07-04 20:56:24,7.0,6.0,1.0,7.0,2.0,1.0,7.0,4.6,6.0
2025-07-04 20:56:25,7.0,4.0,1.0,8.0,2.0,1.0,8.0,4.4,7.0
2025-07-04 20:56:26,7.0,4.0,1.0,8.0,2.0,1.0,8.0,4.4,7.0
2025-07-04 20:56:27,7.0,4.0,1.0,8.5,1.0,1.0,8.5,4.3,7.5
2025-07-04 20:56:28,7.0,5.0,1.0,8.5,1.0,1.0,8.5,4.5,7.5
2025-07-04 20:56:29,6.0,5.0,1.0,8.5,2.0,1.0,8.5,4.5,7.5
2025-07-04 20:56:30,6.0,5.0,1.0,7.5,2.0,1.0,7.5,4.3,6.5
2025-07-04 20:56:31,5.0,3.0,1.0,9.0,2.0,1.0,9.0,4.0,8.0
2025-07-04 20:56:32,5.0,3.0,1.0,10.5,2.0,1.0,10.5,4.3,9.5
2025-07-04 20:56:33,3.0,2.0,1.0,11.5,1.0,1.0,11.5,3.7,10.5
2025-07-04 20:56:34,3.0,3.0,1.0,12.0,1.0,1.0,12.0,4.0,11.0
2025-07-04 20:56:35,4.0,4.0,1.0,11.5,2.0,1.0,11.5,4.5,10.5
2025-07-04 20:56:36,4.0,4.0,1.0,12.5,2.0,1.0,12.5,4.7,11.5
2025-07-04 20:56:37,4.0,3.0,1.0,14.0,2.0,1.0,14.0,4.8,13.0
2025-07-04 20:56:38,4.0,3.0,2.0,14.0,3.0,2.0,14.0,5.2,12.0
2025-07-04 20:56:39,4.0,3.0,2.0,12.5,3.0,2.0,12.5,4.9,10.5
2025-07-04 20:56:40,4.0,3.0,2.0,11.5,3.0,2.0,11.5,4.7,9.5
2025-07-04 20:56:41,4.0,3.0,1.0,10.5,4.0,1.0,10.5,4.5,9.5
2025-07-04 20:56:42,4.0,3.0,1.0,10.5,4.0,1.0,10.5,4.5,9.5
2025-07-04 20:56:43,4.0,3.0,2.0,9.5,3.0,2.0,9.5,4.3,7.5
2025-07-04 20:56:44,4.0,3.0,3.0,8.5,3.0,3.0,8.5,4.3,5.5
2025-07-04 20:56:45,5.0,3.0,3.0,8.5,3.0,3.0,8.5,4.5,5.5
2025-07-04 20:56:46,5.0,4.0,3.0,8.5,4.0,3.0,8.5,4.9,5.5
2025-07-04 20:56:47,3.0,3.0,3.0,8.5,4.0,3.0,8.5,4.3,5.5
2025-07-04 20:56:48,3.0,3.0,3.0,8.5,4.0,3.0,8.5,4.3,5.5
2025-07-04 20:56:49,3.0,3.0,3.0,8.5,4.0,3.0,8.5,4.3,5.5
2025-07-04 20:56:50,4.0,3.0,3.0,8.5,4.0,3.0,8.5,4.5,5.5
2025-07-04 20:56:51,4.0,3.0,3.0,9.0,4.0,3.0,9.0,4.6,6.0
2025-07-04 20:56:52,4.0,3.0,3.0,9.0,4.0,3.0,9.0,4.6,6.0
2025-07-04 20:56:53,4.0,3.0,3.0,8.0,4.0,3.0,8.0,4.4,5.0
2025-07-04 20:56:54,4.0,3.0,3.0,8.0,4.0,3.0,8.0,4.4,5.0
2025-07-04 20:56:55,4.0,4.0,3.0,8.0,3.0,3.0,8.0,4.4,5.0
2025-07-04 20:56:56,4.0,4.0,3.0,8.0,3.0,3.0,8.0,4.4,5.0
2025-07-04 20:56:57,4.0,4.0,3.0,8.0,3.0,3.0,8.0,4.4,5.0
2025-07-04 20:56:58,5.0,3.0,3.0,9.5,3.0,3.0,9.5,4.7,6.5
2025-07-04 20:56:59,6.0,3.0,3.0,9.5,3.0,3.0,9.5,4.9,6.5
2025-07-04 20:57:00,6.0,3.0,2.0,9.0,4.0,2.0,9.0,4.8,7.0
2025-07-04 20:57:01,6.0,4.0,2.0,9.0,4.0,2.0,9.0,5.0,7.0
2025-07-04 20:57:02,6.0,4.0,2.0,8.5,4.0,2.0,8.5,4.9,6.5
2025-07-04 20:57:03,6.0,4.0,3.0,8.0,4.0,3.0,8.0,5.0,5.0
2025-07-04 20:57:04,5.0,4.0,3.0,8.0,4.0,3.0,8.0,4.8,5.0
2025-07-04 20:57:05,5.0,4.0,3.0,8.5,4.0,3.0,8.5,4.9,5.5
2025-07-04 20:57:06,4.0,4.0,3.0,8.5,4.0,3.0,8.5,4.7,5.5
2025-07-04 20:57:07,5.0,4.0,4.0,8.0,4.0,4.0,8.0,5.0,4.0
2025-07-04 20:57:08,5.0,4.0,4.0,8.0,4.0,4.0,8.0,5.0,4.0
2025-07-04 20:57:09,5.0,3.0,3.0,8.0,5.0,3.0,8.0,4.8,5.0
2025-07-04 20:57:10,5.0,3.0,3.0,7.5,5.0,3.0,7.5,4.7,4.5
2025-07-04 20:57:11,4.0,3.0,3.0,7.5,5.0,3.0,7.5,4.5,4.5
2025-07-04 20:57:12,4.0,3.0,3.0,6.5,4.0,3.0,6.5,4.1,3.5
2025-07-04 20:57:13,4.0,3.0,3.0,7.5,4.0,3.0,7.5,4.3,4.5
2025-07-04 20:57:14,3.0,3.0,3.0,7.0,4.0,3.0,7.0,4.0,4.0
2025-07-04 20:57:15,3.0,3.0,3.0,7.0,4.0,3.0,7.0,4.0,4.0
2025-07-04 20:57:16,4.0,4.0,3.0,7.0,4.0,3.0,7.0,4.4,4.0
2025-07-04 20:57:17,5.0,4.0,3.0,8.0,3.0,3.0,8.0,4.6,5.0
2025-07-04 20:57:18,7.0,3.0,3.0,8.5,3.0,3.0,8.5,4.9,5.5
2025-07-04 20:57:19,7.0,3.0,4.0,8.5,4.0,3.0,8.5,5.3,5.5
2025-07-04 20:57:20,6.0,3.0,4.0,9.0,4.0,3.0,9.0,5.2,6.0
2025-07-04 20:57:21,7.0,3.0,4.0,10.0,4.0,3.0,10.0,5.6,7.0
2025-07-04 20:57:22,7.0,3.0,4.0,9.5,4.0,3.0,9.5,5.5,6.5
2025-07-04 20:57:23,7.0,3.0,4.0,10.0,4.0,3.0,10.0,5.6,7.0
2025-07-04 20:57:24,7.0,3.0,3.0,10.5,3.0,3.0,10.5,5.3,7.5
2025-07-04 20:57:25,7.0,3.0,4.0,10.0,3.0,3.0,10.0,5.4,7.0
2025-07-04 20:57:26,7.0,3.0,3.0,9.5,3.0,3.0,9.5,5.1,6.5
2025-07-04 20:57:27,6.0,3.0,3.0,9.5,3.0,3.0,9.5,4.9,6.5
2025-07-04 20:57:28,6.0,3.0,4.0,9.5,3.0,3.0,9.5,5.1,6.5
2025-07-04 20:57:29,6.0,3.0,3.0,9.0,3.0,3.0,9.0,4.8,6.0
2025-07-04 20:57:30,7.0,3.0,3.0,9.0,3.0,3.0,9.0,5.0,6.0
2025-07-04 20:57:31,7.0,3.0,3.0,9.5,3.0,3.0,9.5,5.1,6.5
2025-07-04 20:57:32,6.0,3.0,3.0,9.5,3.0,3.0,9.5,4.9,6.5
2025-07-04 20:57:33,6.0,2.0,2.0,9.0,3.0,2.0,9.0,4.4,7.0
2025-07-04 20:57:34,6.0,2.0,2.0,8.5,3.0,2.0,8.5,4.3,6.5
2025-07-04 20:57:35,6.0,3.0,2.0,8.5,3.0,2.0,8.5,4.5,6.5
2025-07-04 20:57:36,6.0,3.0,2.0,8.0,4.0,2.0,8.0,4.6,6.0
2025-07-04 20:57:37,5.0,3.0,2.0,8.5,4.0,2.0,8.5,4.5,6.5
2025-07-04 20:57:38,5.0,3.0,2.0,8.0,4.0,2.0,8.0,4.4,6.0
2025-07-04 20:57:39,5.0,4.0,3.0,8.0,4.0,3.0,8.0,4.8,5.0
2025-07-04 20:57:40,4.0,4.0,3.0,8.0,4.0,3.0,8.0,4.6,5.0
2025-07-04 20:57:41,4.0,4.0,3.0,8.0,4.0,3.0,8.0,4.6,5.0
2025-07-04 20:57:42,4.0,4.0,3.0,8.0,4.0,3.0,8.0,4.6,5.0
2025-07-04 20:57:43,4.0,4.0,3.0,9.0,3.0,3.0,9.0,4.6,6.0
2025-07-04 20:57:44,5.0,5.0,3.0,9.0,3.0,3.0,9.0,5.0,6.0
2025-07-04 20:57:45,5.0,4.0,3.0,8.5,4.0,3.0,8.5,4.9,5.5
2025-07-04 20:57:46,6.0,4.0,3.0,8.5,4.0,3.0,8.5,5.1,5.5
2025-07-04 20:57:47,6.0,3.0,3.0,8.5,4.0,3.0,8.5,4.9,5.5
2025-07-04 20:57:48,6.0,3.0,3.0,8.0,5.0,3.0,8.0,5.0,5.0
2025-07-04 20:57:49,6.0,4.0,3.0,8.5,5.0,3.0,8.5,5.3,5.5
2025-07-04 20:57:50,6.0,4.0,3.0,8.5,5.0,3.0,8.5,5.3,5.5
2025-07-04 20:57:51,7.0,4.0,3.0,8.5,5.0,3.0,8.5,5.5,5.5
2025-07-04 20:57:52,7.0,3.0,4.0,9.0,6.0,3.0,9.0,5.8,6.0
2025-07-04 20:57:53,6.0,3.0,4.0,9.0,5.0,3.0,9.0,5.4,6.0
2025-07-04 20:57:54,6.0,4.0,4.0,9.5,5.0,4.0,9.5,5.7,5.5
2025-07-04 20:57:55,5.0,4.0,5.0,9.5,5.0,4.0,9.5,5.7,5.5
2025-07-04 20:57:56,5.0,3.0,5.0,9.0,5.0,3.0,9.0,5.4,6.0
2025-07-04 20:57:57,5.0,3.0,5.0,8.5,6.0,3.0,8.5,5.5,5.5
2025-07-04 20:57:58,4.0,3.0,5.0,8.5,6.0,3.0,8.5,5.3,5.5
2025-07-04 20:57:59,6.0,4.0,5.0,8.5,5.0,4.0,8.5,5.7,4.5
2025-07-04 20:58:00,6.0,4.0,5.0,8.0,4.0,4.0,8.0,5.4,4.0
2025-07-04 20:58:01,4.0,4.0,5.0,8.0,4.0,4.0,8.0,5.0,4.0
2025-07-04 20:58:02,4.0,4.0,5.0,8.0,5.0,4.0,8.0,5.2,4.0
2025-07-04 20:58:03,4.0,3.0,5.0,8.0,5.0,3.0,8.0,5.0,5.0
2025-07-04 20:58:04,5.0,4.0,5.0,8.5,5.0,4.0,8.5,5.5,4.5
2025-07-04 20:58:05,5.0,4.0,5.0,9.0,4.0,4.0,9.0,5.4,5.0
2025-07-04 20:58:06,6.0,4.0,5.0,9.0,4.0,4.0,9.0,5.6,5.0
2025-07-04 20:58:07,6.0,4.0,4.0,9.0,4.0,4.0,9.0,5.4,5.0
2025-07-04 20:58:08,5.0,4.0,4.0,9.5,4.0,4.0,9.5,5.3,5.5
2025-07-04 20:58:09,5.0,4.0,4.0,9.5,4.0,4.0,9.5,5.3,5.5
2025-07-04 20:58:10,6.0,4.0,3.0,10.0,4.0,3.0,10.0,5.4,7.0
2025-07-04 20:58:11,6.0,4.0,3.0,10.0,4.0,3.0,10.0,5.4,7.0
2025-07-04 20:58:12,6.0,4.0,3.0,10.5,4.0,3.0,10.5,5.5,7.5
2025-07-04 20:58:13,7.0,5.0,3.0,11.0,4.0,3.0,11.0,6.0,8.0
2025-07-04 20:58:14,7.0,5.0,4.0,11.0,5.0,4.0,11.0,6.4,7.0
2025-07-04 20:58:15,9.0,5.0,4.0,11.5,7.0,4.0,11.5,7.3,7.5
2025-07-04 20:58:16,8.0,5.0,4.0,12.0,7.0,4.0,12.0,7.2,8.0
2025-07-04 20:58:17,8.0,5.0,4.0,12.0,9.0,4.0,12.0,7.6,8.0
2025-07-04 20:58:18,8.0,5.0,4.0,12.0,9.0,4.0,12.0,7.6,8.0
2025-07-04 20:58:19,8.0,5.0,5.0,13.5,8.0,5.0,13.5,7.9,8.5
2025-07-04 20:58:20,9.0,6.0,5.0,13.0,8.0,5.0,13.0,8.2,8.0
2025-07-04 20:58:21,9.0,6.0,6.0,14.0,8.0,6.0,14.0,8.6,8.0
2025-07-04 20:58:22,8.0,5.0,6.0,14.5,8.0,5.0,14.5,8.3,9.5
2025-07-04 20:58:23,8.0,6.0,7.0,14.0,8.0,6.0,14.0,8.6,8.0
2025-07-04 20:58:24,8.0,6.0,8.0,14.0,10.0,6.0,14.0,9.2,8.0
2025-07-04 20:58:25,8.0,5.0,8.0,14.0,10.0,5.0,14.0,9.0,9.0
2025-07-04 20:58:26,8.0,5.0,8.0,15.5,10.0,5.0,15.5,9.3,10.5
2025-07-04 20:58:27,8.0,4.0,8.0,16.5,10.0,4.0,16.5,9.3,12.5
2025-07-04 20:58:28,8.0,5.0,8.0,17.5,10.0,5.0,17.5,9.7,12.5
2025-07-04 20:58:29,8.0,5.0,9.0,18.5,9.0,5.0,18.5,9.9,13.5
2025-07-04 20:58:30,7.0,5.0,9.0,21.5,9.0,5.0,21.5,10.3,16.5
2025-07-04 20:58:31,7.0,5.0,8.0,23.5,8.0,5.0,23.5,10.3,18.5
2025-07-04 20:58:32,8.0,5.0,8.0,24.0,8.0,5.0,24.0,10.6,19.0
2025-07-04 20:58:33,8.0,5.0,9.0,24.5,10.0,5.0,24.5,11.3,19.5
2025-07-04 20:58:34,7.0,5.0,9.0,25.0,11.0,5.0,25.0,11.4,20.0
2025-07-04 20:58:35,6.0,5.0,11.0,24.5,12.0,5.0,24.5,11.7,19.5
2025-07-04 20:58:36,6.0,5.0,11.0,23.5,13.0,5.0,23.5,11.7,18.5
2025-07-04 20:58:37,6.0,4.0,11.0,23.5,13.0,4.0,23.5,11.5,19.5
2025-07-04 20:58:38,6.0,4.0,10.0,28.5,14.0,4.0,28.5,12.5,24.5
2025-07-04 20:58:39,7.0,4.0,10.0,31.5,14.0,4.0,31.5,13.3,27.5
2025-07-04 20:58:40,8.0,4.0,10.0,34.0,15.0,4.0,34.0,14.2,30.0
2025-07-04 20:58:41,8.0,4.0,10.0,34.0,16.0,4.0,34.0,14.4,30.0
2025-07-04 20:58:42,7.0,4.0,10.0,34.5,17.0,4.0,34.5,14.5,30.5
2025-07-04 20:58:43,7.0,4.0,10.0,35.0,18.0,4.0,35.0,14.8,31.0
2025-07-04 20:58:44,7.0,4.0,10.0,35.0,18.0,4.0,35.0,14.8,31.0
2025-07-04 20:58:45,6.0,4.0,9.0,40.5,19.0,4.0,40.5,15.7,36.5
2025-07-04 20:58:46,5.0,3.0,10.0,37.0,19.0,3.0,37.0,14.8,34.0
2025-07-04 20:58:47,5.0,3.0,9.0,36.5,16.0,3.0,36.5,13.9,33.5
2025-07-04 20:58:48,5.0,3.0,8.0,37.0,16.0,3.0,37.0,13.8,34.0
2025-07-04 20:58:49,5.0,3.0,8.0,36.0,15.0,3.0,36.0,13.4,33.0
2025-07-04 20:58:50,5.0,3.0,8.0,34.0,16.0,3.0,34.0,13.2,31.0
2025-07-04 20:58:51,4.0,4.0,8.0,31.5,15.0,4.0,31.5,12.5,27.5
2025-07-04 20:58:52,4.0,4.0,8.0,31.5,13.0,4.0,31.5,12.1,27.5
2025-07-04 20:58:53,3.0,3.0,8.0,30.0,13.0,3.0,30.0,11.4,27.0
2025-07-04 20:58:54,3.0,3.0,8.0,25.0,13.0,3.0,25.0,10.4,22.0
2025-07-04 20:58:55,3.0,3.0,8.0,21.0,13.0,3.0,21.0,9.6,18.0
2025-07-04 20:58:56,3.0,4.0,8.0,17.5,12.0,3.0,17.5,8.9,14.5
2025-07-04 20:58:57,3.0,4.0,8.0,16.0,12.0,3.0,16.0,8.6,13.0
2025-07-04 20:58:58,3.0,4.0,8.0,14.0,11.0,3.0,14.0,8.0,11.0
2025-07-04 20:58:59,3.0,4.0,8.0,14.5,11.0,3.0,14.5,8.1,11.5
2025-07-04 20:59:00,3.0,4.0,8.0,14.0,11.0,3.0,14.0,8.0,11.0
2025-07-04 20:59:01,4.0,3.0,8.0,14.0,12.0,3.0,14.0,8.2,11.0
2025-07-04 20:59:02,4.0,3.0,8.0,15.0,12.0,3.0,15.0,8.4,12.0
2025-07-04 20:59:03,4.0,3.0,8.0,19.0,11.0,3.0,19.0,9.0,16.0
2025-07-04 20:59:04,4.0,5.0,8.0,23.0,11.0,4.0,23.0,10.2,19.0
2025-07-04 20:59:05,4.0,5.0,9.0,26.5,9.0,4.0,26.5,10.7,22.5
2025-07-04 20:59:06,3.0,5.0,9.0,26.5,8.0,3.0,26.5,10.3,23.5
2025-07-04 20:59:07,3.0,5.0,9.0,27.5,8.0,3.0,27.5,10.5,24.5
2025-07-04 20:59:08,3.0,4.0,9.0,30.0,9.0,3.0,30.0,11.0,27.0
2025-07-04 20:59:09,3.0,5.0,9.0,31.0,9.0,3.0,31.0,11.4,28.0
2025-07-04 20:59:10,4.0,5.0,9.0,53.5,9.0,4.0,53.5,16.1,49.5
2025-07-04 20:59:11,3.0,5.0,9.0,64.5,10.0,3.0,64.5,18.3,61.5
2025-07-04 20:59:12,3.0,5.0,8.0,71.5,10.0,3.0,71.5,19.5,68.5
2025-07-04 20:59:13,3.0,4.0,9.0,61.5,10.0,3.0,61.5,17.5,58.5
2025-07-04 20:59:14,3.0,4.0,9.0,57.5,10.0,3.0,57.5,16.7,54.5
2025-07-04 20:59:15,2.0,3.0,9.0,55.5,9.0,2.0,55.5,15.7,53.5
2025-07-04 20:59:16,2.0,3.0,8.0,48.0,9.0,2.0,48.0,14.0,46.0
2025-07-04 20:59:17,2.0,6.0,8.0,48.0,10.0,2.0,48.0,14.8,46.0
2025-07-04 20:59:18,2.0,6.0,9.0,32.5,10.0,2.0,32.5,11.9,30.5
2025-07-04 20:59:19,2.0,6.0,8.0,32.0,10.0,2.0,32.0,11.6,30.0
2025-07-04 20:59:20,2.0,5.0,8.0,25.0,9.0,2.0,25.0,9.8,23.0
2025-07-04 20:59:21,2.0,6.0,8.0,18.5,9.0,2.0,18.5,8.7,16.5
2025-07-04 20:59:22,3.0,6.0,8.0,18.5,9.0,3.0,18.5,8.9,15.5
2025-07-04 20:59:23,3.0,7.0,8.0,14.5,9.0,3.0,14.5,8.3,11.5
2025-07-04 20:59:24,3.0,7.0,7.0,14.0,10.0,3.0,14.0,8.2,11.0
2025-07-04 20:59:25,4.0,7.0,7.0,13.0,11.0,4.0,13.0,8.4,9.0
2025-07-04 20:59:26,4.0,7.0,8.0,13.0,11.0,4.0,13.0,8.6,9.0
