time,Q_proxy,Q
2025-07-04 22:20:00,0.2100729600117432,1210467.3953602274
2025-07-04 22:21:00,0.10676584728294145,615198.5341987163
2025-07-04 22:22:00,0.03521890329031861,202935.84729273393
2025-07-04 22:23:00,0.16887040605530168,973052.9838764507
2025-07-04 22:24:00,0.350678917883705,2020656.996096511
2025-07-04 22:25:00,0.6517557444254607,3755500.3667375944
2025-07-04 22:26:00,0.7478541118967071,4309231.511216099
2025-07-04 22:27:00,0.8149189180731865,4695667.543955598
2025-07-04 22:28:00,0.6103145398652609,3516710.819802228
2025-07-04 22:29:00,0.5844367129376696,3367599.455079833
2025-07-04 22:30:00,0.624040442901045,3595801.2372256024
2025-07-04 22:31:00,0.6906222900734823,3979454.398111171
2025-07-04 22:32:00,0.8410488609165477,4846231.632988032
2025-07-04 22:33:00,0.8351665061419384,4812336.748743015
2025-07-04 22:34:00,0.8791029066142695,5065503.935220863
2025-07-04 22:35:00,1.663321804559378,9584274.017457144
2025-07-04 22:36:00,3.2013230238618653,18446434.715749137
2025-07-04 22:37:00,3.8620556003294415,22253660.74246695
2025-07-04 22:38:00,3.7850677359387963,21810046.772929505
2025-07-04 22:39:00,3.025211748157592,17431658.91031753
