sigma0,K,tau,wrmse,scale
50.0,717.1428571428572,782.8571428571429,16.211069930886723,403361.8719226614
50.0,717.1428571428572,948.5714285714287,16.210441622912885,428128.5013777166
50.0,717.1428571428572,1114.2857142857142,16.209849559712243,448447.80013973475
50.0,717.1428571428572,1280.0,16.209300530178,465256.88400085433
50.0,717.1428571428572,1445.7142857142858,16.208795863949724,479290.14032612374
50.0,717.1428571428572,1611.4285714285716,16.208334024593185,491115.0226596049
50.0,717.1428571428572,1777.1428571428573,16.207912112822346,501168.9170020503
50.0,717.1428571428572,1942.857142857143,16.207526705529595,509790.07142517495
50.0,717.1428571428572,2108.5714285714284,16.207174306185763,517241.7126388741
50.0,717.1428571428572,2274.285714285714,16.206851573520396,523730.2784261652
50.0,717.1428571428572,2440.0,16.206555426207846,529419.0333906636
50.0,717.1428571428572,2605.714285714286,16.206283079755575,534438.2077055959
50.0,717.1428571428572,2771.4285714285716,16.206032047551048,538892.5632816451
50.0,717.1428571428572,2937.1428571428573,16.205800124060055,542867.0684080607
50.0,717.1428571428572,3102.857142857143,16.20558536017471,546431.181709287
50.0,717.1428571428572,3268.571428571429,16.20538603614988,549642.1101244123
50.0,717.1428571428572,3434.2857142857147,16.20520063497776,552547.305842693
50.0,717.1428571428572,3600.0,16.205027817590697,555186.3949955736
50.0,764.2857142857143,120.0,16.213295328804328,276636.7691437058
50.0,764.2857142857143,285.7142857142857,16.21290172778881,301715.4047013484
50.0,764.2857142857143,451.42857142857144,16.212339834357486,346150.3233985583
50.0,764.2857142857143,617.1428571428571,16.211708755575255,384158.4416668157
50.0,764.2857142857143,782.8571428571429,16.211066261468215,415352.7067011267
50.0,764.2857142857143,948.5714285714287,16.21044413270672,440882.552952531
50.0,764.2857142857143,1114.2857142857142,16.209858271930838,461884.77014108276
50.0,764.2857142857143,1280.0,16.20931515254076,479300.333916476
50.0,764.2857142857143,1445.7142857142858,16.2088159612684,493871.5251408254
50.0,764.2857142857143,1611.4285714285716,16.208359114750504,506174.3377811413
50.0,764.2857142857143,1777.1428571428573,16.207941717381853,516654.1472400125
50.0,764.2857142857143,1942.857142857143,16.20756037449908,525656.2670051071
50.0,764.2857142857143,2108.5714285714284,16.207211628481495,533450.0160226551
50.0,764.2857142857143,2274.285714285714,16.206892179764875,540247.0246351197
50.0,764.2857142857143,2440.0,16.206598987601918,546214.9625957248
50.0,764.2857142857143,2605.714285714286,16.206329305101868,551487.7939361067
50.0,764.2857142857143,2771.4285714285716,16.206080679560266,556173.4494862655
50.0,764.2857142857143,2937.1428571428573,16.205850935538106,560359.5938238404
50.0,764.2857142857143,3102.857142857143,16.20563815039051,564117.9872207706
50.0,764.2857142857143,3268.571428571429,16.20544062751879,567507.8086025355
50.0,764.2857142857143,3434.2857142857147,16.205256870106222,570578.2062502421
50.0,764.2857142857143,3600.0,16.20508555668108,573370.2708555199
50.0,811.4285714285714,120.0,16.213287077912188,288245.69923357194
50.0,811.4285714285714,285.7142857142857,16.212888275065392,311666.6983440886
50.0,811.4285714285714,451.42857142857144,16.212326647815885,356622.5914360992
50.0,811.4285714285714,617.1428571428571,16.211699088032557,395422.2110867103
50.0,811.4285714285714,782.8571428571429,16.211061736923746,427405.5792979566
50.0,811.4285714285714,948.5714285714287,16.21044536932315,453661.1294399482
50.0,811.4285714285714,1114.2857142857142,16.20986531576541,475313.9751526266
50.0,811.4285714285714,1280.0,16.209327750878806,493307.9352539739
50.0,811.4285714285714,1445.7142857142858,16.208833723502526,508392.4541827158
50.0,811.4285714285714,1611.4285714285716,16.208381602346346,521151.504596672
50.0,811.4285714285714,1777.1428571428573,16.207968491756723,532038.0027608259
50.0,811.4285714285714,1942.857142857143,16.20759102081975,541403.9623035447
50.0,811.4285714285714,2108.5714285714284,16.20724576605454,549524.4935252024
50.0,811.4285714285714,2274.285714285714,16.206929465173104,556616.1695944852
50.0,811.4285714285714,2440.0,16.206639114074658,562850.8569091429
50.0,811.4285714285714,2605.714285714286,16.206372000068587,568366.0783797457
50.0,811.4285714285714,2771.4285714285716,16.20612570145868,573272.7862059426
50.0,811.4285714285714,2937.1428571428573,16.205898070450104,577661.2162580868
50.0,811.4285714285714,3102.857142857143,16.205687208798896,581605.3240880966
50.0,811.4285714285714,3268.571428571429,16.205491441321712,585166.169692313
50.0,811.4285714285714,3434.2857142857147,16.205309289940487,588394.519399987
50.0,811.4285714285714,3600.0,16.205139449560196,591332.8611869834
