time,Q_proxy,Q
2025-07-04 22:20:00,0.14453579850593454,209877.21612065256
2025-07-04 22:21:00,0.07298271470570165,105976.57566980924
2025-07-04 22:22:00,0.023179475155820053,33658.399975156295
2025-07-04 22:23:00,0.12026356287016925,174632.04297380926
2025-07-04 22:24:00,0.25274767731306025,367009.27689722535
2025-07-04 22:25:00,0.40161921365759407,583182.3214340943
2025-07-04 22:26:00,0.4656235819880597,676121.6401607795
2025-07-04 22:27:00,0.5028863960016824,730230.1430427119
2025-07-04 22:28:00,0.4204369982009284,610507.2075476968
2025-07-04 22:29:00,0.3985708016110915,578755.7901489584
2025-07-04 22:30:00,0.42432496037148293,616152.8308823538
2025-07-04 22:31:00,0.46704047486273936,678179.0787687431
2025-07-04 22:32:00,0.5765154723833913,837145.2861163738
2025-07-04 22:33:00,0.5817860044800724,844798.5084693162
2025-07-04 22:34:00,0.6223851066625967,903751.5611465478
2025-07-04 22:35:00,1.1208996362311359,1627633.4142450092
2025-07-04 22:36:00,2.0887282122795954,3032995.7488553226
2025-07-04 22:37:00,2.492622519556059,3619481.6830973024
2025-07-04 22:38:00,2.4273328764499658,3524676.0454749027
2025-07-04 22:39:00,1.9403473562317743,2817535.210256386
