held_out,sigma0,K,tau,train_wrmse,scale,test_rmse,test_r2
S1,800.0,10.0,3600.0,15.363924446060576,9602367.953747397,37.35829570629581,-10.0
S2,800.0,10.0,3600.0,16.23410153963357,9218868.220993461,23.117530791213227,-10.0
S3,800.0,10.0,3600.0,16.321533512277984,9131035.033470068,21.03589727381678,-10.0
S5,800.0,10.0,3600.0,5.984651762758586,1981343.336934632,26.568934933935953,
S6,800.0,10.0,3600.0,16.664202635553156,8912017.260371003,10.473942676878249,-4.81165816881781
