sigma0,K,tau,wrmse,scale
800.0,10.0,3600.0,16.48847264094979,8841658.80207986
800.0,10.0,3434.2857142857147,16.575182791839552,8968335.43468062
764.2857142857143,10.0,3600.0,16.623751580281418,8538730.68265645
800.0,10.0,3268.571428571429,16.673267360862848,9106169.929425752
800.0,57.142857142857146,3600.0,16.704325901684484,10718576.902867684
764.2857142857143,10.0,3434.2857142857147,16.708795707875463,8661932.145728152
764.2857142857143,57.142857142857146,3600.0,16.767871789126712,10328650.667867832
800.0,10.0,3102.857142857143,16.78465896684666,9256617.087836012
728.5714285714286,10.0,3600.0,16.78547240537234,8257191.67384633
764.2857142857143,10.0,3268.571428571429,16.805045152058025,8796014.984123923
800.0,57.142857142857146,3434.2857142857147,16.810954962803383,10843403.339081042
728.5714285714286,57.142857142857146,3600.0,16.839577022672533,9958546.08419734
728.5714285714286,10.0,3434.2857142857147,16.868603871133626,8377324.585340428
764.2857142857143,57.142857142857146,3434.2857142857147,16.873627796111357,10449572.80938364
800.0,10.0,2937.1428571428573,16.91168404714618,9421380.171378536
764.2857142857143,10.0,3102.857142857143,16.91441188841825,8942402.143532034
692.8571428571429,57.142857142857146,3600.0,16.92156400741157,9608717.213577371
800.0,57.142857142857146,3268.571428571429,16.929423660508046,10978685.128679615
728.5714285714286,57.142857142857146,3434.2857142857147,16.944310279717598,10075931.346351199
728.5714285714286,10.0,3268.571428571429,16.96274538239782,8508100.834806394
692.8571428571429,10.0,3600.0,16.98076980975832,7997463.287101244
764.2857142857143,57.142857142857146,3268.571428571429,16.991145244860427,10580649.421091966
800.0,104.28571428571429,3600.0,16.99302411762212,11940041.3083467
657.1428571428571,57.142857142857146,3600.0,17.016638297800675,9279565.182713902
692.8571428571429,57.142857142857146,3434.2857142857147,17.025105535287633,9722949.928648552
764.2857142857143,10.0,2937.1428571428573,17.039199389149623,9102760.34273734
764.2857142857143,104.28571428571429,3600.0,17.044918623585833,11504356.42007842
800.0,10.0,2771.4285714285716,17.057151641690268,9602463.160202919
728.5714285714286,57.142857142857146,3268.571428571429,17.060717976600618,10203204.189456997
800.0,57.142857142857146,3102.857142857143,17.061520162052087,11125731.014869416
692.8571428571429,10.0,3434.2857142857147,17.061722944169997,8114947.153721079
728.5714285714286,10.0,3102.857142857143,17.069784921464684,8650916.798288923
728.5714285714286,104.28571428571429,3600.0,17.101305621687516,11088272.151695788
800.0,104.28571428571429,3434.2857142857147,17.105935372346572,12062759.046253514
657.1428571428571,57.142857142857146,3434.2857142857147,17.118799707228842,9391046.416411517
764.2857142857143,57.142857142857146,3102.857142857143,17.12220408745004,10723155.554178732
621.4285714285714,57.142857142857146,3600.0,17.12850803463076,8971372.56582036
692.8571428571429,57.142857142857146,3268.571428571429,17.140224244798993,9846839.161475306
692.8571428571429,10.0,3268.571428571429,17.153460637969676,8242876.01126854
764.2857142857143,104.28571428571429,3434.2857142857147,17.15721637572322,11622948.131515082
692.8571428571429,104.28571428571429,3600.0,17.16331192281673,10692229.321478799
764.2857142857143,10.0,2771.4285714285716,17.18219144341548,9279051.485784274
728.5714285714286,57.142857142857146,3102.857142857143,17.190571607876596,10341610.586349683
728.5714285714286,10.0,2937.1428571428573,17.19199923594364,8807408.855703799
800.0,57.142857142857146,2937.1428571428573,17.2093623351655,11286068.97382433
728.5714285714286,104.28571428571429,3434.2857142857147,17.212887106901217,11203080.338012697
657.1428571428571,10.0,3600.0,17.218992572354022,7759643.376571214
800.0,10.0,2605.714285714286,17.224461365938804,9802236.514319818
621.4285714285714,57.142857142857146,3434.2857142857147,17.229083463271195,9080518.033483924
800.0,104.28571428571429,3268.571428571429,17.23052761131365,12195497.151596049
657.1428571428571,57.142857142857146,3268.571428571429,17.232429136021324,9511990.769758634
657.1428571428571,104.28571428571429,3600.0,17.23244474949049,10316644.374443343
800.0,151.42857142857144,3600.0,17.24266994954973,12935548.21505473
692.8571428571429,10.0,3102.857142857143,17.257842737228415,8382625.096583748
585.7142857142858,57.142857142857146,3600.0,17.262055159174174,8684200.82352867
692.8571428571429,57.142857142857146,3102.857142857143,17.26868283811559,9981606.702129034
764.2857142857143,57.142857142857146,2937.1428571428573,17.26891333511759,10878580.629409077
692.8571428571429,104.28571428571429,3434.2857142857147,17.2740607706046,10803610.779648094
764.2857142857143,104.28571428571429,3268.571428571429,17.281132948404572,11751245.14072515
764.2857142857143,151.42857142857144,3600.0,17.291300308148784,12465401.112119716
657.1428571428571,10.0,3434.2857142857147,17.297493136470198,7874900.780396365
621.4285714285714,104.28571428571429,3600.0,17.31071899555123,9961868.695401074
