time,Q_proxy,Q
2025-07-04 22:20:00,1.059517770341587,9367894.62010072
2025-07-04 22:21:00,0.9977776800194288,8822009.807062605
2025-07-04 22:22:00,1.0486426690387807,9271740.684943253
2025-07-04 22:23:00,1.4307458377723206,12650166.530078761
2025-07-04 22:24:00,1.938516848425719,17139704.55586337
2025-07-04 22:25:00,2.524417646740179,22320039.50642603
2025-07-04 22:26:00,2.991629428569808,26450966.669675387
2025-07-04 22:27:00,3.4279027655917806,30308346.660068464
2025-07-04 22:28:00,3.6058052478836857,31881299.708536543
2025-07-04 22:29:00,3.7958945620968834,33562004.56673098
2025-07-04 22:30:00,3.924914987162291,34702759.14365863
2025-07-04 22:31:00,3.919003524875799,34650492.011100106
2025-07-04 22:32:00,3.8856708227464667,34355775.63192119
2025-07-04 22:33:00,3.604083786696669,31866079.136079915
2025-07-04 22:34:00,3.4129710821583408,30176325.80980932
2025-07-04 22:35:00,4.146086002824463,36658277.80105302
2025-07-04 22:36:00,5.802277815910454,51301760.72315737
2025-07-04 22:37:00,6.486793219712826,57354012.368345864
2025-07-04 22:38:00,6.313756140317913,55824077.552227646
2025-07-04 22:39:00,5.387709420109681,47636288.41736134
